FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
複数のAWSリージョンやオンプレミス拠点を跨ぐ広域なネットワークを構築しています。Transit Gateway（TGW）同士をリージョン間でピアリングし、個別にルートテーブルを管理する運用オーバーヘッドが課題となっています。**「コアネットワークポリシー（JSON形式）」**を用いて、グローバルなルーティングやセキュリティを一元管理し、ネットワーク全体を論理的に分離（セグメント化）できるサービスはどれですか？選択肢のヒント（キーワード）：グローバル（多リージョン）接続の一元化。ポリシーベースの自動ルーティング。Transit Gatewayを包含・管理する上位概念。運用管理コストの最小化,Cloud WAN：「グローバルネットワーク全体の設計図（ポリシー）」をJSONで1枚書くだけで、AWSが裏側で勝手にTGWの作成やピアリング、ルート制御をやってくれる「マネージドな広域ネットワークサービス」です。Cloud WANは、いわば「Transit Gatewayの進化系（グローバル版）」です。「リージョンごとにルートテーブルを修正する」という苦行から解放してくれる、まさにネットワークの自動操縦システムのような存在ですね。,VPC,ja-JP,ja-JP
アカウント作成時やVPC自作時に自動作成されるNACL（デフォルトNACL）は、全ての通信が許可されている、拒否されている,許可されている：初心者がすぐにインターネットにつながれるようにするために,VPC,ja-JP,ja-JP
カスタムでNACLを作成したとき、設定状況は全ての通信が許可されている、拒否されている,拒否されている：経験者が使うので、セキュリティ強めに初期設定してある,VPC,ja-JP,ja-JP
FTP　ファイル転送用のプロトコル通信を実施するポート番号は？,21　「荷（21）を積む」 ファイル転送。,VPC,ja-JP,ja-JP
SSH　Linuxマシンに接続する際のセキュアな接続を実施するポート番号は？,22　にゃーにゃ―,VPC,ja-JP,ja-JP
HTTP　非暗号化されたWEBサイトへの通信するポート番号は？,80　「晴れ（80）やか」 な一般Webサイト。,VPC,ja-JP,ja-JP
HTTPS　暗号化されたWEBサイトへの通信するポート番号は？,443　「し（4）し（4）み（3）」 を守る鉄壁（暗号化）Web。,VPC,ja-JP,ja-JP
RDP　WINDOWSサーバーへのセキュアな接続を実施。リモートデスクトップによる接続方式するポート番号は？,3389　「さ（3）さ（3）や（8）く（9）」 Windowsにリモートでささやく。,VPC,ja-JP,ja-JP
MySQL / Aurora (RDS)　Amazon RDSのDBインスタンスへのセキュアな接続を実施するポート番号は？,3306,VPC,ja-JP,ja-JP
VPCのネットワークACL（NACL）の設定において、クライアントからのリクエストに対する**「戻りの通信（レスポンス）」**を許可するために、アウトバウンドルールで開放する必要がある一時的なポート範囲の総称は何か？キーワードは、ステートレス（NACLの特性）、戻りのトラフィック、1024 〜 65535 の範囲、クライアント側で一時的に割り当てられるポート,エフェメラルポート（Ephemeral Ports）：「えっ、増える（エフェメラル）？と思ったらすぐ消える」一時的にパッと増えて、役目が終わるとスッと消えるイメージ。,VPC,ja-JP,ja-JP
VPC内のトラフィックをパブリックインターネットに一切さらすことなく、**「インターフェイス型VPCエンドポイント」**を通じて、他のVPCにあるアプリケーションやAWSサービスとプライベートに通信するための仕組みは何か？キーワードは、可用性とセキュリティ：IGWやNATゲートウェイ、パブリックIPアドレスを必要としない。サービス露出の最小化：特定のサービスのみをプライベートIPで共有する。構成要素：サービス提供者側の Network Load Balancer (NLB) と、利用者側のENI（エンドポイント）。コスト最適化：NATゲートウェイのデータ処理料金を回避する代替案として登場。,PrivateLink,VPC,ja-JP,ja-JP
VPC内のEC2が、S3にアクセスするために使う接続方法は何型？,Gateway型（無料）とInterface型（有料）の両方,VPC,ja-JP,ja-JP
オンプレミスが、S3にアクセスするために使う接続方法は何型？,Interface型（有料）のみ：IP指定で届く,VPC,ja-JP,ja-JP
2つのVPC間をAWSのプライベートネットワークを利用して接続し、**「あたかも同じネットワークに属しているかのように」**リソース同士を相互通信させる接続方式は何か？キーワード、1対1の接続：2つのVPCを直接、全機能的に接続する。非推移的（Non-Transitive）特性：AとB、BとCが繋がっていても、AとCは直接通信できない。IPアドレスの重複不可：接続するVPC同士のCIDRブロックが重なっていてはならない。リージョン間ピアリング：異なるリージョンのVPC同士も接続可能（トラフィックは暗号化される）。ルートテーブルの更新：接続後、お互いのCIDR宛の通信を「pcx-xxxx」へ向ける設定が必要。,Peering,VPC,ja-JP,ja-JP
複数のVPC、およびオンプレミスネットワーク（VPN/Direct Connect）を、中央のハブを介して相互接続するための「ネットワークハブ」として機能するサービスは何か？キーワードは、ハブアンドスポーク型：中心（ハブ）に配置し、各接続先を放射状に繋ぐ。スケーラビリティ：数百、数千のVPCや拠点間接続を一元管理し、複雑なピアリングを解消する。ルートテーブルの制御：ハブ側でトラフィックのルーティングを柔軟に制御（セグメンテーション）できる。マルチキャストのサポート：VPC内では通常不可能なマルチキャスト通信を実現できる。,Transit Gateway (TGW),VPC,ja-JP,ja-JP
オンプレミスネットワークとAWSを専用線で接続する際、ユーザー側のカスタマーゲートウェイとAWS側の仮想プライベートゲートウェイ物理的に相互接続（クロス接続）するために中間点に設置された物理的なデータセンターは何？キーワードは、物理的接続：AWSネットワークへの一貫した低レイテンシーな接続。コロケーション施設：AWSが自社データセンター以外に設けている接続用拠点。クロス接続 (Cross Connect)：ロケーション内で顧客ルーターとAWSルーターを光ファイバーで直接繋ぐこと。高可用性設計：冗長性を確保するために、複数の異なるロケーションを選択することが推奨される。,Direct Connect ロケーション,VPC,ja-JP,ja-JP
「専用線（Direct Connect）」を使って、リージョンを跨いでVPCに繋ぎたい。AWS Direct Connectの物理接続を利用して、**「複数のAWSリージョン」や「多数のVPC」**へのプライベート接続を一括で提供するための、リージョンに依存しない論理的なコンポーネントはどれですか？補足条件（キーワード）：マルチリージョン接続: 単一の物理接続から、グローバルなAWSネットワークへアクセスを拡張する。VPCの集約: 複数のVPCへの接続を一つの窓口にまとめ、管理を簡素化する。プライベートVIF（Virtual Interface）: 接続にはこれを利用してコンポーネントと紐付ける。Transit Gatewayとの連携: 多数のVPCを効率的に束ねる際のハブとして機能する,"Direct Connect ゲートウェイ：
通信の流れ（パケットの旅）オンプレミス: 「VPC Aにあるサーバーにデータを送りたい」
①Direct Connect: 専用線を通り、AWSの接続拠点へ。
②DXGW: 「VPC Aは東京リージョンのTGWの先にあるな」と判断して転送。
③TGW: 巨大なルーターが「VPC Aはこっちの道だ」と正しくルーティング。
④VPC A: 無事に到着！",VPC,ja-JP,ja-JP
「世界規模のネットワーク全体」を、ポリシーで一括制御してルーティングを自動化したい。何サービスを使うべきか？,AWS Cloud WAN,VPC,ja-JP,ja-JP
CloudHubを設置するサービスはどこ？,VGW,VPC,ja-JP,ja-JP
「予算が限られている」×「拠点間を繋ぎたい」。複数の拠点（本社、支社、リモートオフィスなど）がAWSとVPN接続されている環境において、AWSをハブ（中心）として、拠点間同士（スポーク間）の直接通信を可能にするネットワーク構成の名称は何ですか？補足条件（キーワード）：低コスト: Transit Gatewayなどの高価なハブ専用サービスを追加せず、既存の仮想プライベートゲートウェイ (VGW) の機能を活用する。既存のVPN接続を活用: 各拠点のカスタマーゲートウェイを単一のVGWに接続し、AWS経由でトラフィックを中継する。動的ルーティング: BGP (Border Gateway Protocol) を使用して各拠点のルート情報を広報し、適切な経路制御を行う。,VPN CloudHub,VPC,ja-JP,ja-JP
CloudHub（正式にはVPN CloudHub）と Transit Gateway (TGW) は、どちらも「中心となるハブ」を作る仕組みですが、その「器」の大きさと機能が全く違います。「VPNのおまけ機能（簡易ハブ）」みたいなもので、仮想プライベートゲートウェイ (VGW) がハブになります。「VPCは1つだけでいい。とにかく安く、複数の支社からそのVPCにアクセスさせ、支社間でも通信できるようにしたい」という小規模・コスト優先のケースで使用します。1つのVPCに付随する「門」が、複数の拠点（オンプレミス）を束ねる形です。このハブはどっちですか？,CloudHub,VPC,ja-JP,ja-JP
CloudHub（正式にはVPN CloudHub）と Transit Gateway (TGW) は、どちらも「中心となるハブ」を作る仕組みですが、その「器」の大きさと機能が全く違います。「高性能なマルチルーター（本格ハブ）」みたいなもので、VPCとは独立した 専用のリソースがハブになります。「複数のVPCがある。VPC同士も繋ぎたいし、オンプレミスとも高速に繋ぎたい。将来的にネットワークがどんどん増える可能性がある」という拡張性・機能優先のケースで使用します。VPC、オンプレミス（VPN/DX）など、あらゆるネットワークを「アタッチ（接続）」して統合管理する、このハブは、どっちですか？,Transit Gateway (TGW),VPC,ja-JP,ja-JP
異なるネットワーク（自律システム：AS）間で経路情報を交換するために使用される、インターネットの根幹を支えるルーティングプロトコルは何か？SAA試験キーワードは、動的ルーティング：ネットワークの変更や障害を検知し、自動で経路を切り替える。パスベクトル型：目的地までの「ASの並び（パス）」を見て、ループを防ぎながら最適な道を選ぶ。ハイブリッド接続：Direct ConnectやVPNにおいて、AWSとオンプレミス間でルートを教え合うために必須。,BGP (Border Gateway Protocol),VPC,ja-JP,ja-JP
AWS（仮想プライベートゲートウェイなど）とオンプレミス（カスタマーゲートウェイ）のように、**「異なるAS間」**で経路情報をやり取りするために使用されるBGPの動作モードは何か？＜SAA試験キーワード＞AS番号の違い：AWS側（例: 64512）とユーザー側（独自のAS番号）を繋ぐ。Direct Connect / VPN：専用線やVPNトンネルを介して、互いのネットワーク情報を広告（アドバタイズ）する。冗長化の要：メイン回線が切れた際、バックアップ回線へ動的に切り替えるために利用される。,eBGP (External BGP),VPC,ja-JP,ja-JP
同じ企業内や同じプロバイダー内など、**「同一のAS内」**で経路情報を共有・同期するために使用されるBGPの動作モードは何か？キーワードは、同一AS内：オンプレミス拠点内の複数のルーター間で、AWSから受け取ったルートを共有する場合などに使用。水平分割（Split Horizon）：ループ防止のため、iBGPで受け取ったルートを他のiBGPピアには転送しないという特性がある。SAA試験での立ち位置：AWSとの接続点（CGW）より後ろの、オンプレミス側の内部設計で登場することがある。,iBGP (Internal BGP),VPC,ja-JP,ja-JP
VPCのフローログ、サブネットのフローログ、ENIのフローログ、セキュリティグループとネットワークACLのルールでaccepted/rejectされたトラフィックログ、を取得しCloudWatchでモニタリングできるようにするVPC (Virtual Private Cloud) というサービスの機能は何？,VPCフローログ,VPC,ja-JP,ja-JP
「VPC内における仮想のLANカード（ネットワークカード）」**のことで、EC2インスタンスなどのリソースがネットワークと通信するために必要な「差し込み口」の実体を何インターフェースと呼ぶか。英３文字。キーワードは、仮想のネットワークインターフェイス（LANカード）。プライベートIP、MACアドレス、セキュリティグループを持つ。インスタンス間で付け替え（デタッチ/アタッチ）が可能。インターフェイス型VPCエンドポイントの実体である。物理的な「カード」ではなく、「接点（Interface）」という本質があるのでインターフェイスと言う。ネットワーク用語でのインターフェイスは、**「2つの異なる領域（ネットワークとインスタンス）の境界面」**を指します。VPCという大きなネットワーク網と、EC2という計算リソースを「繋ぐ窓口」であるという役割を正確に表すために「インターフェイス」という言葉が選ばれています。,ENI (Elastic Network Interface),VPC,ja-JP,ja-JP
VPCフローログの数値羅列で必ず見ることを４つ,"送信元IP（どこから？）
送信先IP（どこへ？）
送信先ポート（Webアクセスだな、と判断）
アクションが「ACCEPT」か「REJECT」（通信が通ったかどうか）",VPC,ja-JP,ja-JP
VPCフローログを確認したところ、Webサーバーへのインバウンド通信は ACCEPT されているが、Webサーバーからのアウトバウンド通信が REJECT されていた。原因は何と推測できるか,ネットワークACL（NACL）のアウトバウンドルールで、戻りの通信（エフェメラルポート）が許可されていない。なぜ「セキュリティグループ」ではないのか？セキュリティグループは ステートフル（Stateful） です。ステートフルとは： 一度インバウンドで「許可」された通信に対しては、その戻りのパケット（アウトバウンド）を 自動的に許可 します。今回の状況： もしセキュリティグループだけの設定であれば、インバウンドが ACCEPT ならアウトバウンドも自動的に ACCEPT になるはずです。そのため、今回の「片方だけ REJECT」という現象の原因からは除外されます。,VPC,ja-JP,ja-JP
同一サブネット上のEC2インスタンス同士の通信にトラブルが発生した。トラフィック確認のために、VPCのどの機能を使用すべきか。,VPCフローログ,VPC,ja-JP,ja-JP
アカウント作成時に各リージョンごと自動作成されるデフォルトVPCの数,1,VPC,ja-JP,ja-JP
アカウント作成時に各リージョンごと自動作成されるデフォルトのパブリックサブネットの数,AZの数と同じ。東京なら通常 3〜4つ。すべてパブリック設定。,VPC,ja-JP,ja-JP
アカウント作成時に各リージョンごと自動作成されるデフォルトのプライベートサブネットの数,ゼロ：初心者が「サーバーを立てたのにWebサイトが見れない！」と混乱するのを防ぐため、AWSはあえて全てのデフォルトサブネットを「パブリック」として構成しています。,VPC,ja-JP,ja-JP
通信の「戻り」を自動的に認識して通す性質を英語で何というか,ステートフル,VPC,ja-JP,ja-JP
通信の「行き」と「帰り」を別々に評価する性質を英語で何というか,ステートレス,VPC,ja-JP,ja-JP
セキュリティグループはステートフルかステートレスか？３号館の６F事務所に入るときのイメージで、入るときは認証ID、出るときはボタン,ステートフル,VPC,ja-JP,ja-JP
ネットワークACLはステートフルかステートレスか？３号館の建屋に出入りする時のイメージ、入る出る両方のID提示が求められる,ステートレス,VPC,ja-JP,ja-JP
サブネット全体に適用されるファイアウォールのセキュリティリソース名は？,ネットワークACL,VPC,ja-JP,ja-JP
特定の悪いIPアドレスを明示的に「拒否」するセキュリティの、最も最初に設定すべきリソースは何？,ネットワークACL,VPC,ja-JP,ja-JP
VPCの機能のうち、インターネット上の特定のIPアドレスからのアクセスを拒否できるのは何か？,NACLのみ,VPC,ja-JP,ja-JP
セキュリティグループは、特定の悪いIPアドレスを明示的に「拒否」するルールを、書けるか？また何リスト形式の仕組みだからか？,書けない。ホワイトリスト形式だから。「許可したもの以外は通さない」という仕組み（ホワイトリスト形式）なので、「特定の悪いIPだけをピンポイントで出禁にする」という使い方はできないんです。,VPC,ja-JP,ja-JP
通信を受け取った側が返信に使う一時的なポート範囲を何ポートというか,エフェメラルポート,VPC,ja-JP,ja-JP
アカウント作成時にデフォルトVPCは、いくつ自動作成されているか？,リージョンごとに1つ自動作成されています。,VPC,ja-JP,ja-JP
アカウント作成時のデフォルトVPCのなかには、何タイプのデフォルトサブネットがいくつ作られている？,パブリックサブネットが、そのリージョンにあるアベイラビリティゾーン（AZ）の数と同じだけ作られる,VPC,ja-JP,ja-JP
AWSアカウント作成時に用意されている「デフォルトVPC」内の「デフォルトパブリックサブネット」において、パブリックIPv4アドレスとプライベートIPv4アドレスの割り当てに関する挙動として正しいものはどれですか？,"パブリックIPv4アドレス： デフォルトサブネットの設定により、インスタンス起動時にCIDRの範囲とは無関係にAWSのパブリックIPプールから自動付与される。
プライベートIPv4アドレス： サブネット作成時に設定されたCIDR範囲の全アドレス領域がそのサブネット専用に確保され、常にインスタンスへ付与される。",VPC,ja-JP,ja-JP
AWSアカウントのデフォルトVPCには、各AZに「デフォルトのパブリックサブネット」が用意されています。これらにはCIDRで定義された範囲のプライベートIPと、起動時に割り当てられるパブリックIPの仕組みが備わっています。以下の条件において、**「課金対象」**となるIPアドレスはどれですか？VPCとサブネットを作成し、CIDRでIPアドレス範囲（枠）を確保しただけの状態。そのサブネット内にEC2インスタンスを起動し、パブリックIPv4アドレスとプライベートIPv4アドレスがそれぞれ付与された状態。,パブリックIPv4アドレスのみが課金対象。,VPC,ja-JP,ja-JP
デフォルトVPCのパブリックサブネットでは、EC2インスタンスを起動すると「パブリックIPv4」と「プライベートIPv4」の両方が自動的に付与されます。ネットワーク設計において、IPアドレスの利用自体に料金が発生しない（無課金な）ものを3つ挙げなさい。,"パブリックIPv6アドレス（IPv6を有効にしている場合）
プライベートIPv4アドレス（VPC内部のCIDR範囲から割り当てられるもの）
プライベートIPv6アドレス",VPC,ja-JP,ja-JP
VPCを自作した時は、サブネットは自動作成されるか？,作成されない,VPC,ja-JP,ja-JP
カスタムVPC内にサブネットを作成した際、パブリックIPアドレスとプライベートIPアドレスの「確保（リソースの予約）」に関する挙動として正しいものはどれですか？,"パブリックIP: サブネット作成時点ではアドレス領域は確保されない。 インスタンス起動時にAWSの共有プールから動的に割り当てられる（自動割り当て設定が有効な場合）。
プライベートIP: サブネットのCIDR範囲として指定したアドレス領域が即座に確保され、その中から各リソースに割り当てられる。",VPC,ja-JP,ja-JP
自作したプライベートサブネットにおいて、インスタンスを起動する際、パブリックIPアドレスとプライベートIPアドレスの割り当て（確保）はどのようになりますか？,"パブリックIP： プライベートサブネットの設定では自動付与（確保）されず、インターネットと直接通信するためのパブリックな窓口は持たない。
プライベートIP： サブネットに設定した**CIDR範囲内から必ず割り当て（確保）**される。",VPC,ja-JP,ja-JP
初心者でもアカウント作成したらすぐ使えるようにするために、デフォルトVPCは色んなNWリソースがオールインワンで自動作成されている。自動作成されたSGのインバウンドとアウトバウンドはどんなアクセス許可の設定になっているか,"インバウンド（入る通信）：同じセキュリティグループに割り当てられたインスタンスからのすべてのトラフィックを許可。sg-xxxxxxxx（自分自身のセキュリティグループID）。ただし、外部（インターネット）からのSSHやHTTP通信は一切許可されていないため、手動でルールを追加する必要がある
アウトバウンド（出る通信）：すべてのトラフィックを許可。インスタンスからインターネットや他のサービスへ向かう通信は、最初からすべて素通り（許可）の設定になっています。送信先: 0.0.0.0/0（すべてのIPv4アドレス）",VPC,ja-JP,ja-JP
パブリックサブネット上のEC2インスタンスで稼働するWebサーバーに対して、インターネットからHTTP（80番ポート）でアクセスできるようにしたい。SG、NACLのインバウンド、アウトバウンドの設定でやるべきことは何？①セキュリティグループ (SG) の「インバウンドルール」②NACLインバウンド、③NACLアウトバウンド,"1. セキュリティグループ (SG) の「インバウンドルール」設定: ソース（送信元） 0.0.0.0/0（すべてのIP）に対して、ポート 80 (HTTP) を許可します。注意: セキュリティグループはステートフル（行きを許可すれば帰りの通信も自動で許可される）なため、アウトバウンドの設定は不要です。
2. ネットワークACL (NACL) の「インバウンドルール」設定: ソース 0.0.0.0/0 に対して、ポート 80 (HTTP) を許可します。
3. ネットワークACL (NACL) の「アウトバウンドルール」設定: 送信先 0.0.0.0/0 に対して、エフェメラルポート (1024-65535) を許可します。",VPC,ja-JP,ja-JP
"次のサブネットのルートテーブルを、解読してください
送信先: 0.0.0.0/0（すべての外部インターネット通信）
ターゲット: igw-AAAA（インターネットゲートウェイ）",「あ、これは外の世界（0.0.0.0/0）宛だな。じゃあターゲットである**インターネットゲートウェイ（玄関）**に運ぼう」,VPC,ja-JP,ja-JP
"VPCを作るときに、CIDRブロックとして 10.0.0.0/16 を設定しました。次のサブネットのルートテーブルを、解読してください
送信先: 10.0.0.0/16
ターゲット: local、","「VPCの中にいる仲間同士なら、外の門（インターネットゲートウェイなど）を通らずに直接通信してOK！」
送信先10.0.0.0/16**「このVPC全体の範囲」**を指します。VPC内のすべてのサブネットやインスタンスが含まれます。
ターゲットlocal＝身内**「VPC内部のルーター」**を指します。外の機器（Gateway）へ飛ばさず、VPC内で完結させるという意味です。",VPC,ja-JP,ja-JP
"ルートテーブルの優先順位は、より詳しい（プレフィックス長 / が大きい）ルールが最優先、「より範囲が狭い（住所が詳しい）方」を優先します。宛先10.0.0.1の場合、条件Aと条件Bのどっちに送られるか？
条件A (10.0.0.0/16):同じVPC内
条件B (0.0.0.0/0):どこでも",条件A,VPC,ja-JP,ja-JP
インターネットから送信された特定のポート番号宛のデータを、プライベートサブネット内にあるインスタンスの別のポートへ転送することを何転送と呼ぶか？,ポート転送,VPC,ja-JP,ja-JP
NATゲートウェイ:はAWSが提供するマネージドサービスですが、ポート転送機能は持っているか？ 基本的に「中から外（インターネット）」への通信専用です。,ポート転送機能は持っていません。,VPC,ja-JP,ja-JP
パブリックサブネットとプライベートサブネットに、それぞれ1台ずつEC2インスタンスがある。インターネットから、プライベートサブネット内のEC2インスタンスへポート転送機能を利用してアクセスしたい。VPCはIPv4で構成されている。パブリックサブネットに何を作成して、ポート転送を実現しますか？,パブリックサブネットに『踏み台EC2インスタンス（Bastion Host）』を作成し、SSHポートフォワーディング等の設定を行う,VPC,ja-JP,ja-JP
ネットワークの複雑な設定（IPアドレス、サブネット、ルーティングなど）を一切気にせず、サービス同士を安全につなぐための最新ツール」で、これまでのVPC同士の接続（VPCピアリングやTransit Gateway）とは全く異なる、**「サービス層（レイヤー7）」**での接続を提供します。インフラエンジニアが頭を悩ませてきた**「IPアドレスの重複問題」や「複雑なルーティング管理」から解放してくれる救世主**のようなサービスです。インフラの詳細は隠して、**「特定のアプリ（サービス）同士」**だけを手軽につなぎたい場合に使うこのサービスは何？,VPC Lattice（ラティス）：木や金属の細い棒を、縦横に網目状に組み合わせて作った**「格子状の構造物」**を指します。網目状の繋がり: 格子（Lattice）は、細い板が重なり合って一つの強い面を作ります。VPC Latticeも、無数の「サービス」という点と点を網目状につなぎ合わせ、一つの大きな「ネットワーク（サービスネットワーク）」を形作ることから名付けられました。,VPC,ja-JP,ja-JP
VPCのIPアドレスのうち、インターネットと通信可能でユーザーが保有できる固定のIPアドレスは何か？,Elastic IPアドレス,VPC,ja-JP,ja-JP
