FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
裏側の守りの守りのために（耐久性）、3つのAZにまたがって合計いくつデータコピーを保持し、高い耐久性を実現していますか？通常のDBはレプリカごとにデータを持ってしまいますが、Auroraは1セット（xxxつのコピー）の仮想ボリュームをみんなで共有します。そのため、サーバーを増やしてもストレージ料金が無駄に増えません,6つ,Aurora,ja-JP,ja-JP
Auroraには「書き込み」と「読み取り」を実行するには、6つのデータコピー台による多数決が必要ですが、書き込みは6つのコピーのうち何台以上が「OK、書き込んだよ！」と言えば、書き込みは完了できるか？,4台,Aurora,ja-JP,ja-JP
Auroraには「書き込み」と「読み取り」を実行するには、6つのデータコピー台による多数決が必要ですが、読み取りは、万が一書き込み途中で一部が古いままでも、最新のデータを確実に見つけ出すために、6つのコピーのうち何台以上でデータ確認しますか？,３台,Aurora,ja-JP,ja-JP
書き込み処理を担う唯一のインスタンスを何と呼びますか？,Aurora Writer（マスタ）,Aurora,ja-JP,ja-JP
読み込み専用のインスタンスであり、最大15個まで作成可能なものを何と呼びますか？,Aurora Reader（リードレプリカ）,Aurora,ja-JP,ja-JP
書き込み処理を行う際に接続先として利用する、Writerを指し示すエンドポイントは何ですか？Aurora クラスターにおいて、常に「書き込み（Primary）」を担当するインスタンスを自動的に指し示す、最も重要な接続先です。,クラスター（書き込み）エンドポイント,Aurora,ja-JP,ja-JP
複数のリードレプリカ間で負荷分散を行いながら読み込みを行うためのエンドポイントは何ですか？,リーダー（読み込み）エンドポイント,Aurora,ja-JP,ja-JP
特定のワークロード（分析用など）のために、特定のインスタンスを組み合わせて作成するエンドポイントは何ですか？通常のクラスターエンドポイント（書き込み用）やリーダーエンドポイント（読み取り用）とは異なり、ユーザーが**「どのインスタンスをそのグループに含めるか」を自由に定義できる**エンドポイントです。,カスタムエンドポイント,Aurora,ja-JP,ja-JP
予測困難なワークロードに対し、ACU（Aurora Capacity Unit）の設定に基づき自動で起動・停止・スケーリングする構成は何ですか？ ,Aurora サーバレス,Aurora,ja-JP,ja-JP
最大5つのセカンダリリージョンに対して、低レイテンシー（通常1秒未満）でデータをレプリケーションする機能は何データベースですか？,Aurora グローバルデータベース,Aurora,ja-JP,ja-JP
書き込み性能をスケーリングさせるために、複数のライターインスタンスを構成する仕組みは何ですか？,Aurora マルチマスター,Aurora,ja-JP,ja-JP
ストレージは最小10GBから開始し、最大で何TBまでシームレスに自動拡張されますか？,128TB：「最大 128 TB の自動拡張」は、Aurora サーバレス限定の機能ではなく、Amazon Aurora（標準／プロビジョニング型も含む）全体の共通仕様です。,Aurora,ja-JP,ja-JP
マスタに障害が発生した際、どのレプリカが優先的に昇格（プロモート）されますか？,ティア番号が小さい（優先度が高い）レプリカ：AWSの利用者（あなた）」 が手動でティア番号を設定する,Aurora,ja-JP,ja-JP
アプリケーションから接続を管理せずにSQLを実行できる、Auroraサーバレス等で利用可能なインターフェースは何ですか？,Data API,Aurora,ja-JP,ja-JP
書き込み処理を含むAuroraデータベース全体を複数のリージョンに展開するためのシステムであり、これにより複数のリージョンでの低レイテンシーなデータ読み込みが可能となる機能は何と呼ぶか？この機能は、データベースクラスターが複数のAWSリージョンに配置されます。この構成により、特定のリージョンからの低レイテンシーなグローバル読み取りが実現され、AWSリージョン全体に影響を及ぼす可能性のある障害が発生した場合でも、迅速な復旧が可能です。1つのリージョンにプライマリDBクラスターを持ち、異なるリージョンに最大5つのセカンダリDBクラスターを配置することができます。,Amazon Aurora Global Database,Aurora,ja-JP,ja-JP
Auroraにおいて、1 つのプライマリ AWS リージョン（この場合は東京）と、最大 5 つのセカンダリ読み取り専用リージョン（ソウル、シンガポール）で構成される、グローバルに分散したアプリケーション向けの機能です。,Amazon Aurora Global Database ,Aurora,ja-JP,ja-JP
Auroraのストレージは、デフォルトで複数のAZにわたって自動的にレプリケートされます。また、読み取り専用のAuroraレプリカを、プライマリインスタンスとは異なるAZに配置して「高可用性（HA）」を確保できます。ではリージョン間での可用性を高めるために、別のリージョンに物理的にデータをレプリケートした「セカンダリ・リージョン」を作成するために使用するAuroraの機能は何か？,（グローバルデータベース）,Aurora,ja-JP,ja-JP
AWS上でデータウェアハウス（DWH）を構築・実行できる、高速かつスケーラブルなフルマネージド型サービスは何ですか？ ,Amazon Redshift,Redshift,ja-JP,ja-JP
Redshift（およびRedshift Serverless）のためだけに存在する固有の非常に重要なネットワーク設定です。「Redshiftと他のAWSサービス（S3など）の間の通信を、インターネットに出さず、自分のVPC（プライベートネットワーク）の中に閉じ込める」**ための機能を何ルーティングと呼ぶか？「RedshiftをVPCという『箱』の中に完全に従わせるための専用スイッチ」「Redshift と S3 間の通信を、VPC 内の特定の経路に強制したい」「コンプライアンス上の理由で、データ転送をパブリックネットワークに出したくない」「VPC エンドポイント経由で Redshift のデータをロードしたい」,拡張VPCルーティング：通常のRedshiftは**「自分勝手に（AWSの内部網を通って）S3へ繋ぎに行く」のに対し、この機能をONにすることで「VPC内の詳細なルート（Route Table）やゲートウェイを通るように、ネットワーク機能を拡張（上書き）する」**からです。「拡張」という言葉には、**「標準の動きを超えて、VPCの管理下に置く」**という意味が込められています。,Redshift,ja-JP,ja-JP
Amazon Redshift に特有の機能で、RedshiftとS3などのデータソース間で行われる通信（COPY や UNLOAD など）を、必ずあなたのVPC（仮想ネットワーク）経由で流れるように強制する設定を何と呼ぶか？なぜこの機能が必要なのか？（標準との違い）実は、Redshiftはデフォルトの状態だと、S3との通信を**AWSのグローバルネットワーク（パブリックなインターネット側）**経由で行おうとします。無効（デフォルト）の場合:VPCの中にRedshiftを置いていても、S3へのデータ転送トラフィックはVPCの「外側」を通ります。そのため、VPCのセキュリティグループやルートテーブルの設定は無視されてしまいます。そこで、すべてのデータ転送トラフィックをVPC内に閉じ込めるためにこの機能を設定するのです。 これにより、あなたのVPCで設定したネットワークルール（セキュリティグループ、ネットワークACL、ルートテーブル）が適用されるようになります。,拡張VPCルーティング (Enhanced VPC Routing) ,Redshift,ja-JP,ja-JP
Redshiftのバックアップ方法は？,スナップショット で、S3に保存される,Redshift,ja-JP,ja-JP
AWSデータベース・ストレージサービスのうちで、データレイクを構築する際にデータ蓄積用に利用すべきサービスを選択してください。,S3,Redshift,ja-JP,ja-JP
"Redshiftは1台ではなく、複数のサーバー（ノード）の集合体として動きます。
①#########ノード : 外部（BIツール等）からの接続窓口。実行プランを作成し、配下のノードに命令を出す**「司令塔」**。
②#########コンピュートノード (Compute Node): 実際にデータを保存し、計算を実行する**「実作業部隊」**。
③#########ストレージ: 通常のDBが「行」で保存するのに対し、Redshiftは「列」ごとに保存します。これにより、特定の列だけを抽出する分析クエリが爆速になります。","①リーダーノード (Leader Node): 外部（BIツール等）からの接続窓口。実行プランを作成し、配下のノードに命令を出す**「司令塔」**。
②コンピュートノード (Compute Node): 実際にデータを保存し、計算を実行する**「実作業部隊」**。
③列指向（カラムナ）ストレージ: 通常のDBが「行」で保存するのに対し、Redshiftは「列」ごとに保存します。これにより、特定の列だけを抽出する分析クエリが爆速になります。",Redshift,ja-JP,ja-JP
"データのロードと分析機能（超重要）試験で最も問われる「運用」に関する機能です。
①COPYコマンド: S3などのデータをRedshiftに一括ロードする最適・最速の方法。
②###########: 「S3にあるデータをロードせずに」、そのままSQLで分析できる機能。数エクサバイトの巨大データを扱う際の正解肢になります。
③###########: RedshiftとS3間の通信を、インターネットに出さずVPC内に閉じ込める設定。
④一時停止と再開: 使わない時間にクラスターを止めてコストを節約できる（プロビジョニング型の場合）。","①COPYコマンド: S3などのデータをRedshiftに一括ロードする最適・最速の方法。
②Redshift Spectrum: 「S3にあるデータをロードせずに」、そのままSQLで分析できる機能。数エクサバイトの巨大データを扱う際の正解肢になります。
③拡張された VPC ルーティング: RedshiftとS3間の通信を、インターネットに出さずVPC内に閉じ込める設定。
④一時停止と再開: 使わない時間にクラスターを止めてコストを節約できる（プロビジョニング型の場合）。",Redshift,ja-JP,ja-JP
"高可用性とバックアップ「もし壊れたらどうするか」のシナリオです。
①自動スナップショット: デフォルトで有効。S3にバックアップが保存されます。
②#######リージョン・スナップショット: 別のリージョンに自動でバックアップをコピーする機能。**「災害復旧（DR）」**のキーワードで出てきます。
③#######インスタンス: 計算リソース（CPU）とストレージ（データ容量）を切り離してスケーリングできる最新のノードタイプ。現在の試験ではこれが推奨構成です。","①自動スナップショット: デフォルトで有効。S3にバックアップが保存されます。
②クロスリージョン・スナップショット: 別のリージョンに自動でバックアップをコピーする機能。**「災害復旧（DR）」**のキーワードで出てきます。
③RA3 (Redshift Architecture 3rd Generation): 「計算はインスタンス、データはS3ベースの専用ストレージ」 と分離。強み: データの量に関わらず、必要な計算パワー（CPU/メモリ）だけを選べるようになった。現在の試験ではこれが推奨構成です。",Redshift,ja-JP,ja-JP
データの読み込みや集計の高速化に適した、行ではなく列ごとにデータを保存するRedshiftのデータモデルは何ですか？ ,列指向（カラムナ）,Redshift,ja-JP,ja-JP
外部ツールからのクエリを受け付け、実行プランの作成やコンピュートノードへの指示を行うRedshiftクラスターの構成要素は何ですか？,リーダーノード,Redshift,ja-JP,ja-JP
リーダーノードからの指示に従い、データの保存やクエリの実行（集計・演算）を実際に担当するノードは何ですか？,コンピュートノード,Redshift,ja-JP,ja-JP
Redshift クラスター内において実際にデータの処理（クエリの実行）を行う 「コンピュートノード」 のタイプで、コンピューティングとストレージを個別にスケーリングでき、ホットデータをSSD、コールドデータをS3に配置する高性能なノードタイプは何ですか？計算とストレージを分離。データはS3に保存され、必要なデータをキャッシュする。        データ量が予測不能、または1TBを大きく超える大規模な構成。最新の推奨。,RA3,Redshift,ja-JP,ja-JP
Redshift クラスター内において実際にデータの処理（クエリの実行）を行う 「コンピュートノード」 のタイプで、未圧縮で1TB未満のデータセットに推奨される、高速CPUとSSDを使用した高いスループットを特徴とするノードタイプは何ですか？高速CPUとSSDを使用。計算能力に特化しており、スループットが非常に高い。        500GB〜1TB程度のデータサイズで、高いクエリパフォーマンスが必要な場合。,Dense Compute (DC),Redshift,ja-JP,ja-JP
Redshiftで大規模並列処理（MPP）を実現するために、複数のノードをまとめた管理単位を何と呼びますか？,クラスター,Redshift,ja-JP,ja-JP
Redshiftが他のクラウドDWHに比べて最大10倍の速度で動作することを可能にする、分散型ハードウェアアクセラレーションキャッシュは何ですか？通常、DWHはストレージ（S3など）から計算ノードへデータを移動させて処理しますが、**「ストレージに近い場所」**でフィルタリングや集計などのデータ集約的な処理を直接実行します。これにより、ネットワークを流れるデータ量を大幅に削減し、ボトルネックを解消します。AWSが独自に設計したカスタムプロセッサ（FPGA）とNitroシステムを利用して、従来のCPUでは到達できない速度で並列処理を行います。,AQUA (Advanced Query Accelerator),Redshift,ja-JP,ja-JP
Redshiftが基盤としている、互換性のあるオープンソースのデータベースエンジンは何ですか？ ,PostgreSQL,Redshift,ja-JP,ja-JP
