FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
SSL/TLS証明書を使用して、クライアントとELB間の通信を保護することを何通信と呼びますか？KEY：HTTPS、ACM、SSL証明書、終端（オフロード）,暗号化通信,Auto Scaling,ja-JP,ja-JP
同じユーザーからのリクエストを、セッション中ずっと特定の同じサーバーへ送り続ける機能は何ですか？KEY：セッション維持、Cookie、ターゲットの固定,スティッキーセッション：「Sticky（粘着性のある、ベタベタした）」一度訪れたユーザーが、特定のサーバーに**「ピタッとくっついて離れない」。素敵と言って離れない,Auto Scaling,ja-JP,ja-JP
障害時にリクエストがいきなり切れずに、一定期間返信を待ってくれる機能で、インスタンスを切り離す際、処理中のリクエストが完了するまで新規受付を停止して待機する機能は何ですか？KEY：登録解除の遅延（Deregistration Delay）、安全な切り離し,"Connection Draining：「Draining（ドレイニング）」の語源は、もともと液体などを**「排出する」「水抜きする」**という意味の英語 ""Drain"" から来ています。パイプの中にある水をすべて出し切ってから修理するイメージを想像すると、その仕組みが非常に理解しやすくなります。",Auto Scaling,ja-JP,ja-JP
アプリケーションに障害が発生した際、特定のアベイラビリティゾーン（AZ）へのトラフィックを一時的に停止し、正常な他のAZへ即座に迂回させるにはRoute 53 Application Recovery Controller (ARC) の、何シフトという機能を使用するか？KEY：単一AZの障害回避。即時切り替え（手動または自動）。疎通確認（ヘルスチェック）。トラフィックの退避。復旧時間の短縮（RTOの低減）,ゾーンシフト（Amazon Route 53 Application Recovery Controller の機能）,Auto Scaling,ja-JP,ja-JP
AWSサービスで使用するパブリックおよびプライベートのSSL/TLS証明書を、一元的に作成・管理・更新できるサービスは何ですか？KEY：無料（パブリック証明書）、自動更新、ELB/CloudFrontとの連携、検証（DNS/メール）,ACM (AWS Certificate Manager),Auto Scaling,ja-JP,ja-JP
インターネット上の通信を暗号化し、接続先のサーバーが真正であることを証明するために必要な電子証明書は何ですか？Key：HTTPS、HTTPSリスナー、暗号化（Transit）、443番ポート,SSL/TLS証明書,Auto Scaling,ja-JP,ja-JP
需要の変化に合わせて、EC2インスタンスなどのリソース数を自動的に増減させ、可用性とコスト効率を両立させる仕組みは何ですか？SAA試験キーワード        スケーラビリティ、高可用性、コスト最適化、希望する容量、スケーリングポリシー、ヘルスチェック,Auto Scaling,Auto Scaling,ja-JP,ja-JP
EC2を単独でAuto Scalingで増やすと、新しくできたインスタンスにはそれぞれ**「新しいIPアドレス」**が割り当てられますね。この場合: インスタンスが増えるたびにIPアドレスが変わります。ユーザーに「今日からこのIPにアクセスしてね」と伝えるのは不可能です。そのために、ユーザーは常に 1箇所にアクセスすればOK、裏でEC2が100台に増えても、消えても、ユーザーは一切気にする必要がありません。この1か所にアクセスさせるために使用されるリソースは何か？,ELB：「Auto Scalingが増やす ➔ ターゲットグループの名簿に自動追記 ➔ ELBがそれを見て通信開始」 というリレー形式で連携しています。,Auto Scaling,ja-JP,ja-JP
EC2 Auto Scalingにおいて、「何」**を起動するか、インスタンスのAMI ID、タイプ、キーペア、セキュリティグループなどの設定を保存し、再利用やバージョン管理を可能にするときの設定機能は何？,起動テンプレート,Auto Scaling,ja-JP,ja-JP
EC2 Auto Scalingにおいて、いつ・いくつ」**動かすか、インスタンスの最小・最大・希望台数を定義し、需要に応じて自動でインスタンスを増減させたり、正常な台数を維持したりするときに使う設定は何？,Auto Scaling グループ,Auto Scaling,ja-JP,ja-JP
Auto Scalingを構築するプロセスにおいて、事前に作成すべきステップ２の位置づけで、どんなEC2インスタンスを増やすかるための設定をあらかじめ保存しておく**「設計図」または「レシピ」**のようなものを何と呼ぶか？起動テンプレートに含まれる主な内容は、インスタンスを起動する際に必要な情報をすべて詰め込むことができます。AMI (Amazon マシンイメージ): OS（Amazon Linux、 Windowsなど）やインストール済みのアプリの状態。インスタンスタイプ: CPUやメモリのスペック（t3.microなど）。ネットワーク設定: どのVPCやサブネットで起動するか、セキュリティグループはどうするか。ストレージ (EBS): ディスクのサイズや種類。キーペア: ログインに使用する鍵。IAMロール: インスタンスに与える権限。,「起動テンプレート」,Auto Scaling,ja-JP,ja-JP
EC2インスタンス（サーバー）の群れを、どのロードバランサーに紐付けるか、あらかじめ決めたルールに従って自動で管理・維持してくれる論理的な集まり**を何と呼ぶか？全体の司令塔のような役割を果たします。台数の維持（セルフヒーリング）:：常に2台は動かしてね」と設定しておけば、1台が故障して停止しても、ASGがそれを検知して即座に新しい1台を補充し、台数を元に戻します。需要に合わせた増減（スケーリング）CPUの使用率が上がったら自動で3台に増やし、夜間に暇になったら1台に減らす、といった柔軟な調整を行います。負荷分散への登録（ELB連携）新しく増えたインスタンスを、「ターゲットグループ」へ自動的に追加し、すぐにユーザーからのアクセスをさばける状態にします。,「Auto Scalingグループ（ASG）」,Auto Scaling,ja-JP,ja-JP
 ELBが参照する「現在の有効な通信先リスト（名簿）」です。,ターゲットグループ (Target Group):,Auto Scaling,ja-JP,ja-JP
EC2の増減を管理する司令塔。増減のたびにターゲットグループの名簿を書き換える係でもあります。,ASG（Auto Scaling Group）: ,Auto Scaling,ja-JP,ja-JP
いきなりAuto Scalingグループを作ることはできませんので、事前に準備すべき項目を２つ言え。「受け皿」と「設計図」,"① ELBのターゲットグループの作成：Auto Scalingで増減するEC2インスタンスたちを、ひとまとめにして管理するためのリスト（ターゲットグループ）を先に準備します。
② 起動テンプレートの作成：新しいインスタンスを増やすときに、「どのOS（AMI）を使い、どのスペック（インスタンスタイプ）で起動するか」を定義します。
③ Auto Scalingグループ作成：ここで初めて、①の「受け皿」と②の「設計図」を紐付けます。",Auto Scaling,ja-JP,ja-JP
Webサーバーをインストール済みのEC2を、Auto Scaling させるための「起動テンプレート」の作り方を２つ。①「起動時間を短縮したい」「大量のインスタンスを安定して増やしたい」場合、②「設定を頻繁に変えたい」「最新のパッチを常に当てたい」場合,"①AMI に焼き込む（ゴールデンイメージ方式）
②ユーザーデータ方式で起動時にアプリインストールする",Auto Scaling,ja-JP,ja-JP
リソースがEC2インスタンスの場合、Auto Scalingのヘルスチェックのタイプには「EC2」と「ELB」があります。「EC2」はインスタンスの何の結果を確認し、「ELB」は指定した接続先への何を確認しますか。,"「EC2」はステータスチェックの結果を確認し
「ELB」は指定した接続先への応答確認、アプリケーションが正常動作しているか、をします。",Auto Scaling,ja-JP,ja-JP
EC2とELBでAutoscalingする場合、ELBは何をヘルスチックしているか？,「仕事ができているか（アプリ）」、「アプリケーションが正常に応答を返せる状態か」**をチェック。ヘルスチェック機能を活用することで、そのメトリクスを CloudWatch に連携させ、動的なスケーリング（異常な個体の自動交換）を設定できるようになります。,Auto Scaling,ja-JP,ja-JP
Autoscalingを100％完全に動作させるために設定すべき項目を2つ挙げろ,ELBヘルスチェックを有効にし、かつ猶予期間を設定する,Auto Scaling,ja-JP,ja-JP
Auto Scaling の設定で「ELB」が無効でも、ELB 自体は独自にヘルスチェックを行い続けます。ELB は「Apache が死んでいる」ことを検知すると、そのインスタンスを Unhealthy と判定します。ELB の使命は「正常なサーバーにだけ客を振ること」ですが、ELBはインスタンスに対して、どんなアクションをするか？,アプリNGインスタンスへの通信を即座にストップします。,Auto Scaling,ja-JP,ja-JP
ELBは有効無効は関係なく、ヘルスチェック結果を、常にCloudWatch に報告しているか？,報告している,Auto Scaling,ja-JP,ja-JP
アプリに異常発生した時、ELB有効の場合の、ELBとAutoScalingのアクションを言え。,"ELB：CloudWatchにUnhealthy報告する、かつ異常インスタンスにはパスしない
AutoScaling：異常報告を採用して、異常なインスタンスを削除し、新しいのを補充する（入れ替え）",Auto Scaling,ja-JP,ja-JP
アプリに異常発生した時、ELB無効の場合の、ELBとAutoScalingのアクションを言え。,"ELB：CloudWatchにUnhealthy報告する、かつ異常インスタンスにはパスしない
AutoScaling：異常報告を無視して、異常なインスタンスを放置する（何も起きない）",Auto Scaling,ja-JP,ja-JP
Auto Scaling の設定で「ELB」が有効の場合、ELB は「Apache が死んでいる」ことを検知すると、Autoscalingは、どんなアクションをするか？,アプリNGインスタンスを削除し、作り直す,Auto Scaling,ja-JP,ja-JP
Auto Scalingのヘルスチェックの設定で「EC2」が有効、「ELB」が無効になっている時、可能性のある問題としてゾンビインスタンスが発生します。発生メカニズムを言え,"OSは生きているが、中身のアプリケーション（Apacheなど）がフリーズしている状態を検知できません。
挙動: インスタンス自体の電源が入っていれば、Auto Scalingは「正常（Healthy）」と判断し続けます。
結果: ユーザーがそのインスタンスに振り分けられた場合、画面が表示されない、あるいはエラーになる状態が放置されます。",Auto Scaling,ja-JP,ja-JP
ALBの通信プロトコルは何？２つ,HTTP / HTTPS ,Auto Scaling,ja-JP,ja-JP
NLBの通信プロトコルは何？２つ,TCP / UDP,Auto Scaling,ja-JP,ja-JP
EC2インスタンス＋ELB有効において、Webサーバー（数分程度のダウンタイム（サーバー障害によりアクセスできない時間）は許容する）を運用している。もっとも低いコストで最低限の可用性を確保するために、Auto Scalingグループを作成し、インスタンスの最小キャパシティを何個、最大キャパシティ何個に設定するべきか？,最小キャパシティ1、最大キャパシティ1：インスタンス異常時はインスタンスを終了し、新規に正常なインスタンスを起動して1台のインスタンスが稼働している状態を維持できます。,Auto Scaling,ja-JP,ja-JP
CloudWatchのモニタリングメトリクスを利用して、特定のメトリクス（CPU使用率など）を一定の値に保つよう、Auto Scalingが自動でインスタンス数を調整するのは何スケーリングポリシーですか？SAA試験キーワード        ターゲット値、平均CPU使用率、サーモスタット、自動調整、CloudWatchアラームの自動作成,ターゲット追跡スケーリングポリシー,Auto Scaling,ja-JP,ja-JP
ELBのうち、固定IPアドレスを割り当てることができるのはどれか。,NLBのみ:なおALBが固定IP持てない理由は、ALBは第7層（アプリケーション層）で動作し、負荷に応じて AWS 側が内部的にスケーリング（増減）を繰り返します。挙動: スケーリングのたびに ALB の背後にある IP アドレスが追加・削除されるため、IP アドレスが一定ではありません。アクセス方法: そのため、ALB にアクセスする際は IP アドレスではなく、必ず DNS 名（例：https://www.google.com/search?q=my-load-balancer-12345.us-west-2.elb.amazonaws.com） を使用します。,Auto Scaling,ja-JP,ja-JP
「待機」が必要（クールダウン）が特徴で、単一の閾値を超えた際に、インスタンスの追加や削除を一度に行う最も基本的な方式は何ポリシー？単一のメトリクス、クールダウン期間、旧式,簡易スケーリングポリシー,Auto Scaling,ja-JP,ja-JP
アラームの超過具合に応じて、段階的（ステップ状）にインスタンスの増減数を変える方式は何ポリシー？段階的な調整、複数の閾値、迅速な対応,ステップスケーリングポリシー,Auto Scaling,ja-JP,ja-JP
既存のAuto Scalingグループの希望する容量（Desired Capacity）を、手動で直接変更する方式は何スケーリング？希望する容量の変更、手動更新,手動スケーリング,Auto Scaling,ja-JP,ja-JP
セールの開始日など、特定の時間や曜日に合わせて事前に容量を増減させる方式は何スケーリング？時間ベース、予測可能な負荷、cron形式,スケジュールされたスケーリング,Auto Scaling,ja-JP,ja-JP
リアルタイムのパフォーマンスに基づいて自動的にスケーリングをする３つのタイプは、それぞれ何か？,ターゲット追跡、ステップ、シンプル,Auto Scaling,ja-JP,ja-JP
「特定の数値を維持するように」 AWS が自動で調整してくれる、最も推奨されるのは何スケーリングか。車の「オートクルーズ機能」のようなイメージです。仕組み: C、oudWatchと連携して、「CPU 使用率を常に 50% に保つ」、といったターゲット値を設定します。動作: CPU が 60% になれば増やし、40% になれば減らすという計算を AWS が裏側で自動で行います。メリット: 設定が非常に簡単で、ほとんどのユースケースに最適です。,ターゲット追跡スケーリング (Target Tracking Scaling),Auto Scaling,ja-JP,ja-JP
Auto Scalingグループに複数のEC2インスタンスが稼働している。過剰なリソースの割り当てがないようインスタンスの平均CPU使用率を30％で維持して、コスト最適化を図りたい。どのスケーリングポリシーを利用するのが適切か。,ターゲット追跡スケーリング,Auto Scaling,ja-JP,ja-JP
インスタンスの起動中または終了前に、カスタムアクション（スクリプト実行やデータ保存など）が完了するまで状態を待機（保留）させるには何の機能を使えばよいか？Pending:Wait、Terminating:Wait、カスタムアクション、SNS/EventBridge通知、スクリプト実行完了後の続行。本来なら自動で進んでしまう「起動」や「削除」というプロセスに、「ちょっと待った！」と割り込むための仕組みです。,ライフサイクルフック：「フック」＝ 割り込み処理:本来なら自動で進んでしまう「起動」や「削除」というプロセスに、「ちょっと待った！」と割り込むための仕組みです。,Auto Scaling,ja-JP,ja-JP
Auto Scalingグループがスケールイン（縮小）する際、どのインスタンスを優先的に終了させるかを決定するルールは何ポリシーですか？スケールイン、コスト最適化、デフォルトポリシー、古い起動設定、課金単位の境界,ターミネーションポリシー,Auto Scaling,ja-JP,ja-JP
既存のEC2インスタンスに対して後からAuto-Scalingを設定する予定です。既存のインスタンスを活かして利用するために、どのターミネーションポリシーを設定するべきでしょうか。「既存のインスタンスを活かす（＝削除しない）」ことが目的なので、Auto Scalingによって新しく追加されたインスタンスから先に消していく設定にする必要があります。OldestInstance？NewestInstance？OldestLaunch Configuration？デフォルト？,NewestInstance,Auto Scaling,ja-JP,ja-JP
虫食い：ターミネーションポリシーのデフォルトは、AZのバランスを何々？つつ、何々？ものから消す,"保ちつつ、古い：デフォルトのターミネーションポリシー:
①最も古い起動テンプレート/設定を使っているもの
②次の課金タイミングに近いもの
③その中で最も古いもの",Auto Scaling,ja-JP,ja-JP
スケーリング直後に、過剰な追加増減を防ぐために次のアラーム判定を一時停止する待機時間は何期間と呼ばれるか？「全体停止」:Auto Scalingグループ全体の**すべての追加アクションがロック（停止）**されます。非常に強力で単純な「お休み時間」です。Auto Scaling、過剰なスケーリングの防止、連続した増減の抑制、デフォルト300秒,クールダウン期間（Cooldown Period）,Auto Scaling,ja-JP,ja-JP
「インスタンスを追加した後、そのインスタンスが有効になる前でも、さらなる負荷上昇に応じて即座に次のインスタンスを追加できるようにしたい。どの設定を使うべきか？　逆の特性は、「簡易スケーリングのクールダウン期間」（期間が終わるまで次が追加できません）,ウォームアップ期間 (Instance Warm-up)：ステップスケーリングなどで、新しいインスタンスがメトリクス（統計）にカウントされるまでの猶予期間。「クールダウン」と混同しないよう注意。,Auto Scaling,ja-JP,ja-JP
"Auto Scalingグループでスケールインが発生した時に、どの優先順位でリソースを終了するかを設定します。リソース数が最も多いAZ内で、以下の中から選択した優先順位でリソースが削除されます。
・最も起動時刻が古いリソース
・最も起動時刻が新しいリソース
・最も作成時刻が古い起動テンプレートを利用して起動されたリソース
・次の課金タイミングが最も早いリソース
デフォルトの場合はどれが選択されますか","「古株が真っ先にリストラされる」つまり「最も作成時刻が古い起動テンプレートを利用して起動されたリソース」：
デフォルトの優先順位（並び替え結果）
① 最も作成時刻が古い起動テンプレート（または起動設定）を利用して起動されたリソース：理由: アプリのバージョンアップなどで設定が新しくなっている場合、古いバージョンのインスタンスから先に消すのが効率的だからです。
② 最も起動時刻が古いリソース：理由: 同じ設定で作られたものが複数あるなら、長く動いている（老朽化している可能性がある）ものから順に消します。
③ 次の課金タイミングが最も早いリソース：理由: （現在は秒単位課金が多いため重要度は下がっていますが）コストを最適化するために、次の1時間枠に最も近いものを選びます。",Auto Scaling,ja-JP,ja-JP
「しきい値を越えた量に応じて、段階的に」 台数を増減させるのは何スケーリングか？仕組み: CloudWatch アラームと連携し、「段階（ステップ）」を設定します。例：CPU 50% 超過で +1台。例：CPU 80% 超過で さらに +3台。メリット: 急激な負荷上昇に対して、「一気にたくさん増やす」といった柔軟な対応が可能です。スケーリング中の追加アラートにも反応できるため、シンプルスケーリングより賢いです。,ステップスケーリング (Step Scaling),Auto Scaling,ja-JP,ja-JP
「しきい値を越えたら、決まった数だけ」 動かす、最も基本的なタイプは何スケーリングか？仕組み: 「CPU が 70% を超えたら 2 台増やす」というルールを 1 つだけ決めます。デメリット: 一度スケーリングが始まると、完了して落ち着く（クールダウン期間）まで次のスケーリングができません。そのため、急激な変化への対応が遅れることがあります。,簡易スケーリング (Simple Scaling),Auto Scaling,ja-JP,ja-JP
同じサイト（ドメイン）の中で、URLの続きの文字列によって中身を出し分けたい」example.com/web1はサーバー1、example.com/web2はサーバー2、という場合は、パスベースルーティング、ホストベースルーティング、どっちを選択すべきか？,パスベースルーティング：「ドメイン名（ホスト名）が違うならホストベース、ドメイン名が同じで後ろのフォルダ名（パス）が違うならパスベース」,Auto Scaling,ja-JP,ja-JP
同じサイト（ドメイン）の中で、ドメイン名（ホスト名）そのものに応じて中身を出し分けたい」web1.example.com → サーバー1、web2.example.com → サーバー2、という場合は、パスベースルーティング、ホストベースルーティング、どっちを選択すべきか？,ホストベースルーティング：「ドメイン名（ホスト名）が違うならホストベース、ドメイン名が同じで後ろのフォルダ名（パス）が違うならパスベース」,Auto Scaling,ja-JP,ja-JP
Auto Scalingがインスタンスを新しく起動したり、削除したりする際に、「ちょっと待った！その前にこの作業をやらせて！」と処理を一時停止させて、独自の処理（Lambda）を割り込ませる機能のことを何と呼ぶか？。通常、Auto Scalingは機械的に「起動」や「削除」を行いますが、それだけでは不都合がある場合に非常に重宝します。例えば、起動: 新人がいきなり店に立たされる（まだ制服も着ていないし、メニューも覚えていないのに客が来る）。削除: ベテランが突然消える（まだレジ締めも終わっていないし、引き継ぎもしていないのにいなくなる）。これを、起動: 店に立たせる前に**「研修期間」**を設ける。準備ができたら「OK」と言ってデビュー。削除: 店を去る前に**「引き継ぎ期間」**を設ける。片付けが終わったら「さようなら」。,ライフサイクルフック（Lifecycle Hooks）：「誕生（起動）→ 労働（実行中）→ 引退（削除）」**という一生の流れで、もともと決まった手順で動いているプログラムの「隙間」に、自分の作った別のプログラムをカチッと引っ掛けて実行させる仕組みのことを指します,Auto Scaling,ja-JP,ja-JP
通常のサーバー証明書は、一つのパブリックIPアドレスを持つサーバーに対して一つのドメイン名が紐づきます。例えば「example.com」と「example.co.jp」の2つのドメイン名を持つWebサーバーの場合、ドメイン名ごとに異なるパブリックIPアドレスを取得してサーバー証明書を導入する必要があります。しかしELBからドメイン名を複数持つWebサーバーへ通信を転送しようとすると、クライアントから見たWebサーバーのパブリックIPアドレスは窓口であるELBのパブリックIPアドレスしかないため、通常のサーバー証明書では対応できません。そこで、暗号化通信で使用するサーバー証明書をパブリックIPアドレスではなくドメイン名によって判断する技術は何と呼ばれる？この技術に対応したELBに複数のサーバー証明書を導入すると、ELBが宛先ドメイン名から適切なサーバー証明書を判断してサーバーへ通信を転送します。この技術はALBとNLBが対応しています,SNI（Server Name Indication）,Auto Scaling,ja-JP,ja-JP
通常、HTTPS通信を始める時は、データのやり取りをする前に「証明書（鍵）」を交換して暗号化の通り道を作ります（TLSハンドシェイク）。昔の仕組みは、通信を暗号化してからでないと、中身（どのドメインへのリクエストか）が見えませんでした。そのため、1つのIPアドレスに対して「1つの証明書」しか提示できませんでした。暗号化の通り道を作る最初の挨拶の段階で、クライアント側が「私は example.com さんに用事があります」とドメイン名を宣言します。これにより、サーバー側は適切な証明書を差し出すことができるようになりました。これでは、1つのサーバーで100個のサイトを運営したい場合、100個のIPアドレスを契約しなければならなくなります。そこで、「1つのIP（1つのALB）で、安く・大量に・安全に」**HTTPSサイトを運営できるように、「1つのIPアドレス（1つのロードバランサー）で、複数の異なるWebサイトのHTTPS通信を使い分けるためのインターネットの**「標準ルール（プロトコル）」は何か？英３文字。実務でALBの設定画面を開くと、**「リスナー（Listeners）」の中に「証明書（Certificates）」**を追加できるボタンがありますが、それがまさにこのプロトコル機能のスイッチです。,SNI：Server Name Indication,Auto Scaling,ja-JP,ja-JP
"たとえば、http://www.example.com/web?lang=jpにおいて、
www.example.com　の部分は何と呼ばれる？
/web の部分は何と呼ばれる？
lang=jp　の部分は何と呼ばれる？","ホスト名（ドメイン）: www.example.com
パス（Path）: /web ← ここが「パス」です
クエリ文字列（Query String）: lang=jp",Auto Scaling,ja-JP,ja-JP
「URLの末尾に付け加えられたクエスチョン以降の文字列のことで、サーバーへ渡すための『注文メモ』」**を何と呼ぶか？ブラウザとサーバーの間で、「ただページを開くだけじゃなくて、こういう条件で表示して！」という細かいやり取りをするために使われます。URLの末尾に ?lang=jp と書くのは、ブラウザがサーバーに対して、「/web という場所に行きたいんだけど、中身は『日本語版（lang=jp）』でお願いできるかな？（＝問い合わせ）」と**「尋ねている」**クエスチョンの「問い合わせ文字列」と呼ぶようになったのです。,「クエリ文字列」,Auto Scaling,ja-JP,ja-JP
パブリックに公開しているALBがある。ユーザーからALBへ送信されたHTTPのリクエストをHTTPSとして処理したい。ALBに対してどのような設定をすればよいか。,ALBの**「リスナー設定」**にて、HTTP（ポート80）からHTTPS（ポート443）への「リダイレクト（Redirect）」アクションを設定します。,Auto Scaling,ja-JP,ja-JP
Auto Scalingで新しいインスタンスが起動した際、**「起動直後のバタバタしている間は、少しくらい調子が悪くても見逃してあげる時間」**のことで、リソースが起動してから初回のヘルスチェックまでの待機時間を何と呼ぶか？これがないと、せっかく起動したインスタンスがすぐに削除されてしまう「負のループ」に陥ることがあります。,ヘルスチェックの猶予期間（Health Check Grace Period）,Auto Scaling,ja-JP,ja-JP
Lambda関数のオートスケーリングを実施するために、何か設定しなければならないことはあるか？,"デフォルトでAutoScaling機能が有効化されているので、何もしなくてよい。
Lambdaは、イベント数に応じて自動的に関数をスケーリングし、並列実行数を増加させる仕組みをデフォルトで有効化しています。ユーザーがLambda関数のオートスケーリングを手動で有効化する必要はありません。",Auto Scaling,ja-JP,ja-JP
"「Auto Scaling」において、自分で『上限・下限・増やす条件』を設定しなければならない主要サービスを４つ挙げろ？
①（サーバー）、②（コンテナ）、③（DBの読み書き能力）、④（DBの読み取り専用コピー）","EC2（サーバー）
ECS（コンテナ）
DynamoDB（DBの読み書き能力）
Aurora（DBの読み取り専用コピー）",Auto Scaling,ja-JP,ja-JP
ステートレス処理とステートフル処理の違いは、端的に言えば**「サーバーがクライアントの過去の情報を覚えているか、いないか」**という点にあります。以下の特徴は、何処理か？サーバーが「誰が、何をしているか」という状態（ステート）をサーバー側に保持する方式です。例えば、ログイン後のユーザー情報やショッピングカートの中身を、サーバーのメモリやセッションファイルに保存します。サーバー内で素早くデータにアクセスできる。サーバーが「特定のユーザー」と結びついているため、他のサーバーに切り替えるとデータが消えてしまう。スケーリングの壁: ユーザーAがサーバー1に接続し始めたら、セッションが切れるまでずっとサーバー1にアクセスし続けなければならない（スティッキーセッションが必要）。これだと、一部のサーバーに負荷が集中しやすく、サーバーの追加・削除が困難です。状態の保存先        はサーバーのローカルメモリ/ファイルで、サーバーが死ぬとデータが消える,ステートフル処理,Auto Scaling,ja-JP,ja-JP
