FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
「処理に失敗し続けて、ボロボロになったメッセージのゴミ箱（避難場所）」**を何と呼ぶか？SQSなどでメッセージを処理する際、どうしてもエラーで処理できない「困ったメッセージ」が出てくることがあります。それを放置せず、脇に避けるための仕組みです。,デッドレターキュー（Dead Letter Queue / DLQ）,サーバレス,ja-JP,ja-JP
「その場限りの使い捨ての返信先」で、主に、**「リクエスト・レスポンス型（双方向）」**のやり取りをメッセージングで行う時に使われます。通常のSQSは「送りっぱなし（非同期）」が得意ですが、「送った結果をすぐに返してほしい」というケースがあります。そのシーンで、リクエストを送る側が、**自分専用の「一時的なポスト」**をサッと作り、「ここに返事してね」と伝えます。この一時的なポストを何キューと呼ぶか？手紙を出すときに、**「返信用のはがき（自分専用の住所が書いてある）」**を同封しておくイメージです。,一時キュー（Temporary Queue）,サーバレス,ja-JP,ja-JP
SQSキューのメッセージサイズは最大何KBか？,256kBite,サーバレス,ja-JP,ja-JP
SQSキューのメッセージサイズは、拡張クライアントライブラリーを利用すると最大何Biteになるか？,２GB,サーバレス,ja-JP,ja-JP
SQSのキューメッセージは保持期間はデフォルトは何日間か？,4日,サーバレス,ja-JP,ja-JP
SQSのキューメッセージは保持期間の設定可能範囲は？,（最小60秒～最大14日で設定可能）,サーバレス,ja-JP,ja-JP
1度のリクエストで、複数のメッセージをキューに送れる処理を何と呼ぶか？メリットは、コスト削減: SQSは「リクエスト回数」に対して課金されます。10件をバラバラに送ると10回分の料金がかかりますが、バッチなら1回分の料金で済むため、非常に安上がりになります。パフォーマンス: アプリケーションからAWSへの通信回数が減るため、大量のメッセージを高速にさばけるようになります。,SQSのバッチアクション,サーバレス,ja-JP,ja-JP
SQSなどのメッセージキューイングサービスにおいて、「可視性タイムアウト（Visibility Timeout）」が短すぎることで発生している不具合は何か？,"重複処理が発生する：通常、SQSでは、インスタンスAがメッセージを受信する、そのメッセージは他の人から見えない状態（可視性タイムアウト期間）になる、インスタンスAが処理を完了し、メッセージを削除する。
しかし、「タイムアウト期間」よりも、インスタンスAの「処理時間」が長くなってしまうと、タイムアウトが終了し、メッセージが再びキューに現れる。インスタンスBが「あ、新しいメッセージだ」と思って同じメッセージを受信してしまう。結果として、AとBの両方で同じデータが処理される（重複）。",サーバレス,ja-JP,ja-JP
SQSの、重複処理してしまう不具合を解決するための３つの手段を言え？①「設定で解決したい」 ②「設計で解決したい」③「順序通りに、かつ1回だけ確実に処理したい」 ,"①「設定で解決したい」 → 可視性タイムアウト (Visibility Timeout) を増やす。
②「設計で解決したい」 → べき等性 (「ある操作を1回行っても、100回行っても、結果が同じになること」) をDBやアプリケーションに持たせる。
③「順序通りに、かつ1回だけ確実に処理したい」 → SQS FIFOキュー を使用する。",サーバレス,ja-JP,ja-JP
フルマネージド型のプッシュ型通知サービスで他のサービスとの非同期通信を可能にするサービスは何？,Amazon SNS,サーバレス,ja-JP,ja-JP
1つのメッセージやイベントを複数の異なるサービスや処理に同時にコピー・配信する仕組みで、代表的なのは「Amazon SNS」と「Amazon SQS」の組み合わせが有名、この仕組みを何と呼ぶか？た構成がとして非常によく出題されます。,ファンアウト（Fan-out）：Fan（扇） を Out（広げる） という意味です。扇の「かなめ（一点）」から骨組みがパッと何本にも広がる様子を、1つの信号やデータが複数の経路へ枝分かれして流れる様子になぞらえています。,サーバレス,ja-JP,ja-JP
通常、SNSトピックに送られたメッセージは、そのトピックを購読（サブスクライブ）しているすべてのSQSキューにコピーされます。しかし、「特定の条件に合うメッセージだけを、特定のキューに送りたい」という場合にこの機能を使います。これは何機能と呼ぶか？,フィルタリング機能,サーバレス,ja-JP,ja-JP
単なるメールサーバーとして利用するだけでなく、アプリから自動でメール送信や連携処理に利用可能なサービスは何？基本は一市場カスタマーに送信する。,SES,サーバレス,ja-JP,ja-JP
SESを利用するためにやるべき準備を２つ。①何々？を登録②何々？の事前申請,"ドメイン登録（IDの検証）：「このドメインは私の所有物であり、ここからメールを送る許可をAWSに与えます」という証明をする作業です。
AWSへの利用申請（サンドボックス解除）：SESは初期状態では「サンドボックス（実験場）」という制限された環境にあります。そのままでは一般の顧客にメールを送ることができません。",サーバレス,ja-JP,ja-JP
もし誰でも最初から自由にSESを使えてしまったら、悪意のある人が大量の**スパムメール（迷惑メール）**を世界中に送りつけてしまいます。そうなると、「AWSのSESから来るメールは迷惑メールばかりだ！」と判定され、SES全体の信頼性が落ちて、まともな利用者のメールまで届かなくなってしまいます。それを防ぐために、SESは初期状態では「何と呼ばれる実験場」から出れないようになっているか？,サンドボックス,サーバレス,ja-JP,ja-JP
マネージド型サービスとサーバレスアーキテクチャにより効率 的な設計と運用を実現する、サーバーを全く意識せずに利用できるPaaS型のクラウド機能を何と呼ぶか？,サーバレス,サーバレス,ja-JP,ja-JP
サーバーを起動せずにプログラミングコードを実行する仕組で、簡易なアプリケーション処理を構築することができるサービスは何か？,Lambda,サーバレス,ja-JP,ja-JP
AWSが用意してくれた、よくある構成のサンプルコード集（テンプレート）を何と呼ぶか？「S3にファイルが置かれたら処理したい」「API Gatewayからデータを受け取りたい」といった**「鉄板のパターン」に対して、AWSがあらかじめ「動くコードの雛形」**を用意してくれています。,ブループリント（Blueprint）：建築や機械設計の世界で使われてきた**「青写真（あおじゃしん）」**です。,サーバレス,ja-JP,ja-JP
複数のLambda関数で共通して使う「ライブラリ（外部モジュール）」や「カスタムランタイム」、共通で使う「ユーティリティ・パッケージ」を、関数本体から切り離して管理できる仕組み**を何と呼ぶか？**「共通の道具箱を外出しにする」**イメージです。,Lambdaレイヤー（Layer）,サーバレス,ja-JP,ja-JP
通常、リクエストは「ユーザー → 世界各地のエッジ → 東京リージョン（Lambda）」と旅をしますが、「世界中に散らばっているユーザーの、一番近く（エッジロケーション）で実行されるLambdaを何と呼ぶか？,Lambda@Edge,サーバレス,ja-JP,ja-JP
Lambdaは数千、数万と並列で立ち上がります。各Lambdaが直接データベースに接続しようとすると、データベース側の接続上限（コネクション上限）にすぐ達してしまい、エラーになります。これを解決するために、事前にデータベースとの接続を「プール（確保）」しておき、複数のLambdaからのリクエストをその少ない接続枠で使い回しできるように頑張る機能は何？,RDS プロキシ,サーバレス,ja-JP,ja-JP
コードが改ざんされていないことを証明するための、デジタル署名サービスで、Lambdaなどのプログラムが「本物（自分が書いた通り）」であり、悪意のある第三者によって「中身が書き換えられていない」ことを保証するために使われるサービスは何か？,Signer：サイナー,サーバレス,ja-JP,ja-JP
Lambdaの課金対象を２つ言え。,リクエスト数、コードの実行期間,サーバレス,ja-JP,ja-JP
課金されるコード実行時間の最小値は？,1ミリ秒,サーバレス,ja-JP,ja-JP
Lambdaが「何をするか」の権限のことです。いいかえると「Lambda から 外へ」出す許可証で、アタッチ先:はLambda関数自体に設定するのは何ロールか？Lambdaが「自分から」他のAWSサービス（S3、DynamoDB、CloudWatch Logsなど）にアクセスして、データを読み書きすることを許可します。Lambdaくんが外へ遊びに行くための**「パスポート」や、お店に入るための「財布」**のようなものです。,Execution Role（実行ロール）,サーバレス,ja-JP,ja-JP
誰がLambdaを「使えるか」の権限のころです。「外 から Lambdaへ」入るための門限で、アタッチ先はLambda関数（リソース）に設定されるのは何ポリシーか？「誰が」このLambdaを呼び出して（Invoke）いいかを決めます。例えば「S3バケットにファイルが置かれた時だけ、このLambdaを呼んでいいですよ」といった許可を与えます。Lambdaくんの家の玄関にある**「インターホン」や「招待状リスト」**のようなものです。リストにない人は、Lambdaを動かすことができません。,リソースベースポリシー（Resource-based policy）,サーバレス,ja-JP,ja-JP
「Lambda関数を動かす（起動する）」**ことそのものを何と呼ぶか？リクエストは「これやって！」という注文ですが、注文を受けて実際にプログラムが動き出すことを何というかの問題です。,Invocation（インボケーション）：「行（いん）こうぜ！ボケッ（ぼけ）とするな、Lambda動かせ！」,サーバレス,ja-JP,ja-JP
LAMBDA実行を指示するIAMポリシーのコマンド英語,"""Action"": ""lambda:InvokeFunction""、",サーバレス,ja-JP,ja-JP
通常、LambdaはAWSが管理するネットワーク上で動いていますが、そのままでは皆さんが作ったプライベートなネットワーク（VPC）の中にあるリソース（例：RDSデータベース）に触ることができません。インターネットを経由せずに安全にVPC内のリソースへアクセスするためにやるべきこと２つ言え。①LambdaがVPCに入るために、何々？という「仮想のLANカード」をVPC内に作成します。②IAM権限: AWSLambdaVPCAccess何々？を持たせる。,"① 物理的な道：ENI（Elastic Network Interface）（仮想LANカード）の作成
② 法律的な許可：AWSLambdaVPCAccessExecutionRole：Lambdaが勝手に皆さんのVPC内でENIを作ったり、消したりすることを許可するための権限です。",サーバレス,ja-JP,ja-JP
ソフトウェア同士が、特定のルールに従って情報をやり取りするための窓口を何と呼ぶか？,API（Application Programming Interface）,サーバレス,ja-JP,ja-JP
**「プログラム同士が、お互いにデータや機能をやり取りするための『窓口（接点）』」**のことを何と呼ぶか？英３文字。,API とは「Application Programming Interface（アプリケーション・プログラミング・インターフェース）」の略です,サーバレス,ja-JP,ja-JP
開発者が作ったプログラム（Lambdaなど）を、外部（スマホアプリやブラウザ）から呼び出せるようにするための**「門番」兼「交通整理役」**を何と呼ぶか？リクエストとレスポンスにより、他サービスの機能やデータを呼び出すことができる,API Gateway,サーバレス,ja-JP,ja-JP
API GatewayのAPI同時呼び出し・受付の個数は最大何個か？,数十万個,サーバレス,ja-JP,ja-JP
Webブラウザとサーバーの間で、「一度つなげたら、ずっとつなぎっぱなしにする」**ための通信規格（プロトコル）は何か？「リアルタイム」（チャット、株価、スコア速報）。「サーバーからのプッシュ配信」。「低遅延（低レイテンシー）」。「双方向（Interactive）」,WebSocket（ウェブソケット）：Socket（ソケット）」の語源は、電気のコンセント（差し込み口）。電球をソケットに差し込むと電気が流れ続けるように、ネットワーク上でプログラム同士をガチャンと繋いで、「データの通り道（コネクション）」を固定することを指します。,サーバレス,ja-JP,ja-JP
API Gatewayで双方向通信するために使用する機能は何？,WebSocket,サーバレス,ja-JP,ja-JP
とにかく安く、Lambdaを呼び出したいときに、何APIタイプを選ぶべきか？,HTTP API,サーバレス,ja-JP,ja-JP
最も高機能で、古くからある標準的なAPIタイプで、高度な管理機能: APIキャッシュ（レスポンスを一時保存して高速化）、APIキーによる利用制限、詳細な使用計画（Usage Plan）、リクエストの検証など、豊富な管理機能が備わっているのは、何APIか？「APIキーでの認証」や「キャッシュによる負荷軽減」といった高度な管理要件が出てきた場合に使うAPIです。,RESTful API：RESTというルールにしっかり従っている（満たしている）状態,サーバレス,ja-JP,ja-JP
チャットやリアルタイム更新を双方向でやりたい、プッシュ配信したいときに、どのAPIタイプを選ぶべきか？,WebSocket API,サーバレス,ja-JP,ja-JP
「許可」を英訳しろ？「通り抜け」や「自由」,"Permission（パーミッション）：「通行証」のイメージ: 本来は閉じられているゲートを、権限を持っている人だけが ""per-""（通り抜けて）、目的地へ ""mittere""（送られる） ことを許される、という感覚です。",サーバレス,ja-JP,ja-JP
API Gatewayで提供されている3つのAPIタイプは、**「通信の方向」と「やりたいことの複雑さ」**で使い分けます。以下の３タイプは何か？①「速くて安い 」②「多機能」③「双方向」**です,"①「速くて安い HTTP」
②「多機能な REST」
③「双方向の WebSocket」**です",サーバレス,ja-JP,ja-JP
もっとも新しく、機能を絞り込むことで**低コスト・低レイテンシ（高速）**を実現したAPIタイプは何APIか？特徴: REST APIに比べて料金が約70%安く、Lambdaとの連携が非常にスムーズ。主な用途: マイクロサービスのバックエンド、シンプルなWebアプリのAPI。Key：「コストを最小限に抑えたい」「Lambda関数のフロントエンドとしてシンプルに公開したい」「低レイテンシ（低遅延）が最優先」,「HTTP API」,サーバレス,ja-JP,ja-JP
API管理に必要な機能をすべて備えた**「全部入り」**のタイプは何APIか？特徴: APIキー、キャッシュ、WAF連携、リクエストの変形（VTL）など、高度な制御が可能。主な用途: 外部公開用API（課金管理が必要なもの）、高度なセキュリティが求められる企業向けシステム。「APIキーを発行して利用量を制限（スロットリング）したい」「バックエンドの負荷を減らすためにキャッシュを使いたい」「リクエストの内容を変換（マッピング）してバックエンドに渡したい」「WAFを適用して攻撃をブロックしたい」。唯一無二は（APIキー、変換、キャッシュ）,「REST API」,サーバレス,ja-JP,ja-JP
一度つなぐと「つなぎっぱなし」にして、サーバーとクライアントの両方からいつでもデータを送れるタイプは何APIか？特徴: ステートフル（接続状態を保持する）。HTTPのように「リクエストして待つ」必要がありません。主な用途: チャットアプリ、株価のリアルタイム更新、オンラインゲーム、共同編集ツール。「リアルタイムの通知・更新」「双方向通信」「チャット、ダッシュボードの即時更新」,「WebSocket API」,サーバレス,ja-JP,ja-JP
"API選定の判断の問題です。あるモバイルゲームのランキングサーバーを構築しています。以下の要件を満たす最もコスト効率が良く、かつパフォーマンスが高いAPI Gatewayのタイプはどれですか？
要件:
プレイヤーが自分のランキングスコアを投稿・取得する。
Lambda 関数をバックエンドとして利用する。
特に高度な認証（APIキーによる販売など）や、独自のレスポンス変換は不要。
レイテンシーとコストを最小化したい。","HTTP-API：HTTP APIの強み
低コスト・低レイテンシー: HTTP API はREST APIと比較してコストが大幅に抑えられ、構造がシンプルなため応答速度（レイテンシー）も速いです。
シンプルな要件: 「高度な認証」や「複雑なレスポンス加工」といった、REST API が得意とする機能が不要なため、まさに「HTTP API を使うべき典型的なケース」と言えます。
まさに、「オーバースペックな機能（REST API）を使わず、必要十分な機能（HTTP API）でコストと速度を最適化する」という、アーキテクトとしての適切な判断ですね。",サーバレス,ja-JP,ja-JP
"セキュリティと制御における、API選定の判断の問題です。自社のAPIを外部パートナー企業に提供することになりました。APIを販売するビジネスモデルであり、以下の要件を満たす必要があります。
要件:
パートナー企業ごとに、「月間100万リクエストまで」といった**「使用量プラン（Usage Plans）」**を設定したい。
企業ごとに異なる APIキー を発行してアクセスを識別したい。
この要件を満たすために利用すべき機能・タイプはどれでしょうか？","REST-API：「使用量プラン（Usage Plans）」と「APIキーによる識別」**は、まさに REST API が得意とする、エンタープライズ向けの管理機能です。
REST API: この機能が標準で組み込まれています。APIキーを作成し、それを「使用量プラン」に関連付けることで、「このキーを持つ企業は月間100万リクエストまで」といった制限（スロットリング）をかけることができます。
HTTP API: この機能（APIキーによる細かいプラン管理）はサポートされていません。HTTP APIは「シンプル・高速・低コスト」に特化しているため、こうした複雑なビジネスロジックは実装対象外となっています。",サーバレス,ja-JP,ja-JP
"アーキテクチャ設計の最適化における、API選定の判断の問題です。
「ユーザーがアップロードした画像をS3に保存し、その画像データをLambdaで取得してJSONで返す」という処理を、API Gatewayを使って実装します。ここで、**「API Gatewayを通過する際のデータ量を減らして、通信を高速化したい（ペイロードの圧縮を行いたい）」**という要望が出ました。この要件を満たすために適切なアプローチはどれですか？",API Gateway の「REST API」を選択し、コンソール設定でバイナリメディアタイプを設定してレスポンス圧縮を有効にする。REST APIの圧縮機能: REST APIには、レスポンスの圧縮（Gzipなど）を自動で行う設定が備わっています。API Gatewayのコンソールで「バイナリメディアタイプ」を定義し、圧縮設定を有効にするだけで、バックエンドからのレスポンスをクライアントに向けて自動的に圧縮して送信できます。これは、開発者がLambdaの中に「Gzip圧縮コード」を書く必要がないため、運用のオーバーヘッドを最小限にするという試験的なベストプラクティスに合致しています。,サーバレス,ja-JP,ja-JP
「エッジ最適化エンドポイント」ではCloudFrontを自動的にフロントエンドに配置します。この場合のAPI-GATEWAYのタイプは何か？,"REST-API：REST APIで「エッジ最適化」を選択すると、AWSが裏側で CloudFrontディストリビューションを自動的に作成・管理 してくれます。ユーザーは意識せずとも、最寄りのエッジロケーションから接続できるようになります。
HTTP APIとの決定的な違い:HTTP APIは「リージョン（特定の地域）」で動作することに特化しており、CloudFrontと組み合わせて「エッジ最適化」を自動設定する機能は持っていません。もしHTTP APIで同じ構成を組みたい場合は、CloudFrontを自分で作成し、そこからHTTP APIをオリジンとして呼び出す設定を手動で行う必要があります。",サーバレス,ja-JP,ja-JP
「Lambda関数（バックエンドの処理）を、外部のクライアントからHTTPプロトコルで呼び出せるようにする（Web API化する）」**ための具体的な構成方法を、２種類いえ？１つは（高機能・エンタープライズ向け）、２つ目は（シンプル・最速）,"API Gateway（高機能・エンタープライズ向け）
Lambda 関数URL を使う方法（シンプル・最速）",サーバレス,ja-JP,ja-JP
Lambda関数を外部からHTTP呼び出しするときに、「認証」「認可」「レート制限」「スロットリング」「API管理」とても多機能で、本番環境で多くのユーザーが利用するAPI、セキュリティ要件が厳しいAPI、マイクロサービス化したい場合に使うサービスは何か？,API-GATEWAY,サーバレス,ja-JP,ja-JP
Lambda関数を外部からHTTP呼び出しするときに、「シンプル」「容易」「コスト削減」「即時公開」、シンプル・最速な場合に使うLambdaの機能は何か？,Lambda 関数URL,サーバレス,ja-JP,ja-JP
「処理できなかったメッセージの避難所」**を何と呼ぶか？システムがメッセージ（データやタスク）を正常に処理できなかった場合、それを無視して消してしまうとデータが失われます。かといって、エラーが出るメッセージを何度も再試行し続けると、システム全体が止まってしまう原因になります。そこで、**「何度も失敗したメッセージを、別の場所に隔離する」**という仕組みが使われます。,デッドレターキュー（DLQ: Dead Letter Queue）：「処理失敗したデータのゴミ箱」ではなく、「原因調査とリカバリーのための待機室」**だと考えると分かりやすいです。,サーバレス,ja-JP,ja-JP
あなたはソリューションアーキテクトとして、AWS上でWEBアプリケーションを開発しています。このアプリケーションは、ユーザーにデータ変換サービスを提供することを目的としています。変換されるファイルは、まずS3バケットにアップロードされ、その後、EC2のスポットインスタンスのフリートグループによってデータ変換が行われます。ユーザーは無料ユーザーと有料ユーザーに分類され、有料ユーザーからのファイルは優先的に処理される必要があります。このような要件を満たす、ベストプラクティスは何か？,ユーザーを「無料」と「有料」に分類し、処理に優先順位をつけるには、Amazon SQS（Simple Queue Service）を2つ用意する構成が最も一般的かつ確実なベストプラクティスです。,サーバレス,ja-JP,ja-JP
「Lambdaの処理中に、ちょっとした作業場所が必要な時に使う、高速な一時作業場」**を何と呼ぶか？デフォルトは512MBですが、最大10GBまで拡張可能です。設定した容量に応じて課金されます。あくまで「一時的」な場所なので、恒久的なデータ（処理が終わった後の成果物など）は、必ずS3やEFS（Elastic File System）などに保存する必要があります。,エフェメラルストレージ,サーバレス,ja-JP,ja-JP
エフェメラルストレージの容量見積もりの基本的な考え方は、**「最悪のシナリオ（一番大きなファイルを扱う時）」**を基準にすることです。必要容量の見積もり式を、入力ファイルサイズ 、 出力ファイルサイズ 、 作業用の一時ファイル、余裕率で示せ？,必要容量 = (入力ファイルサイズ + 出力ファイルサイズ + 作業用の一時ファイル) ／余裕率,サーバレス,ja-JP,ja-JP
Lambdaのエフェメラルストレージの最大容量は何Gか？,最大10GB,サーバレス,ja-JP,ja-JP
API Gatewayへのリクエスト急増に伴う処理の高速化と、バックエンド負荷の軽減を実現するために、API Gatewayの何の機能を有効にするのが最も一般的かつ効果的な解決策ですか？,「キャッシュ機能」,サーバレス,ja-JP,ja-JP
複数のLambda関数間でライブラリを共有するための仕組みであり、共通ライブラリをレイヤーにまとめることで、効率的な構成が可能にするLambdaの仕組みを何と呼ぶか？従来は、同じライブラリを使用する複数のLambda関数が存在する場合、各関数に同一のライブラリを含めてパッケージ化する必要がありました。しかし、特定のライブラリをレイヤーとしてアップロードすることで、各Lambda関数は共通レイヤーを利用し、効率的な実装が実現します。これにより、すべての関数に同じ機能を含める必要がなくなります。本シナリオでは、複数のLambda関数の処理に重複が見られますが、その重複部分を共有することが可能です。,Lambdaレイヤー,サーバレス,ja-JP,ja-JP
EventBridgeからLambda関数を呼び出せるようにするために、Lambdaにアタッチするリソースベースポリシーには、アクションを何と記述すればよいか？,lambda:InvokeFunction：invoke陰謀企てたとして謀反者を呼び出す,サーバレス,ja-JP,ja-JP
「サーバーレスアプリケーションを構築・デプロイするためのAWS公式のオープンソース・フレームワーク」**は何サービスか？簡単に言うと、**「AWSのインフラ（LambdaやAPI Gatewayなど）を、より簡潔な設定ファイルで定義・操作するためのツール」**です。通常、Lambda関数やAPI Gateway、DynamoDBなどのリソースをAWS上で作ろうとすると、AWS CloudFormation というサービスを使います。しかし、CloudFormationのテンプレート（YAMLやJSON）は記述量が非常に多く、設定が複雑になりがちです。その「複雑な設定」を**「ショートカット（簡略化された記述）」**として定義できるようにしたものです。,SAM (Serverless Application Model) ,サーバレス,ja-JP,ja-JP
Lambdaはデフォルトでは、VPCの中？外？どこに設置されるのか？,（VPC外）: Lambda関数は、デフォルトではAWSが管理する独立したネットワーク内に存在します。この状態では、インターネットやパブリックなAWSサービス（S3、DynamoDBなど）には直接アクセスできますが、プライベートなVPC内のリソース（RDSやオンプレミスなど）には到達できません。,サーバレス,ja-JP,ja-JP
