FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
CloudWatch メトリクスに基づく数式の結果を監視するメトリクスアラームを作成する。また、他のアラームの状態を考慮したルール式が含める複合アラームが作成できる。CloudWatchアラームにより、特定のメトリクスのしきい値に応じたアラーム通知や自動アクションを実行可能,CloudWatch アラーム,運用上の優秀性,ja-JP,ja-JP
EC2などのAWSリソースの監視サービスであり、死活監視、性能監視、キャパシティ監視を実施する。有料枠では確認内容や設定の柔軟性が充実化する。,CloudWatch メトリクス,運用上の優秀性,ja-JP,ja-JP
CloudWatchと連動したログを収集・可視化する機能。EC2上のOS・アプリケーションのログやAWSマネージドサービスのログを取得する。ログを管理しつつ、可視化・分析を実施できるサービスで、RDSのログに対応している。アプリケーションが出すログや、EC2の中のログを「溜めて・見る」場所。,CloudWatch Logs,運用上の優秀性,ja-JP,ja-JP
CloudWatchはAWSリソースに対するイベントをトリガーにアクションを実行する。オペレーションの変更に応答し、応答メッセージ送信、機能のアクティブ化などを実施する。,CloudWatch Events（Amazon EventBridgeに統合）,運用上の優秀性,ja-JP,ja-JP
AWS X-Rayはアプリケーションが処理するリクエストに関するデータを収集するサービス。X-RayトレースではX-RayのデータをCloudWatch上で可視化する。,X-Ray トレース,運用上の優秀性,ja-JP,ja-JP
CloudWatch ServiceLensやRUMを利用して、アプリケーションのヘルスのモニタリングを実施する。,CloudWatch アプリケーションモニタリング,運用上の優秀性,ja-JP,ja-JP
Insightsを使用して、Lambda関数、Logs、Containerアプリケーションなどのメトリクスとログを収集、集計、要約する。,CloudWatch インサイト,運用上の優秀性,ja-JP,ja-JP
AWS X-Rayと統合して、トレース、メトリクス、ログ、アラーム、および他のリソースヘルス情報を 1 か所に統合して、サービスとアプリケーションの監視性を向上させる。サービスマップには、サービスエンドポイントとリソースの各ノードとその接続のトラフィック、レイテンシー、およびエラーがハイライトされる。,CloudWatch ServiceLens,運用上の優秀性,ja-JP,ja-JP
リアルユーザーモニタリング (RUM) はアプリケーションの信頼性、パフォーマンス、エンドユーザー満足度を可視化する。アプリケーションにスニペットをインストールすることで、ユーザーがアプリケーションの各ページにアクセスする際に統合と分析のためにデータを RUM に送信する。,CloudWatch RUM,運用上の優秀性,ja-JP,ja-JP
必要なRDSのメトリクスを選択してダッシュボードで可視化することが可能,CloudWatchダッシュボード,運用上の優秀性,ja-JP,ja-JP
CloudWatch Logs Insightsはログデータをインタラクティブに検索して分析,CloudWatch logs Insights,運用上の優秀性,ja-JP,ja-JP
パスワードを30日ごとに自動で変える（ローテーション）仕組みが標準で備わっているサービスは、何ですか？AWSの他のサービス（SSM パラメータストアなど）でも、自分で Lambda 関数をゼロからプログラミングすれば同様のことは可能ですが、「標準機能」として、設定画面（コンソール）からポチポチと設定するだけで完結するのは 、このサービスだけです,Secrets Manager,運用上の優秀性,ja-JP,ja-JP
CloudWatchが標準（設定なし）で見ているのは、EC2の外側（ハイパーバイザー階層）からの視点です。標準で見えるものは、 CPU使用率、ディスク読み書き（I/O）、ネットワーク通信量。標準で見えないものは、（OSレベル）: メモリ使用率、ディスク空き容量、OS内のログファイル（/var/log/messages や Windowsイベントログなど）。要件「OSレベルの稼働状況ログ」を取得するために、① ############# の導入、② #############への転送、が必要です,"① CloudWatch Agent の導入：EC2インスタンスの内部に「CloudWatch Agent」をインストールします。これがOS内部のログを読み取って、CloudWatchに放り込む「作業員」の役割をします。
② CloudWatch Logs への転送：エージェントが、指定したログファイル（例：/var/log/secure）を CloudWatch Logs というストレージサービスにリアルタイムで転送します。",運用上の優秀性,ja-JP,ja-JP
Amazon RDSにおいて、データベースが稼働しているOS（オペレーティングシステム）レベルの動きを詳細にリアルタイム監視する機能は何ですか？通常のCloudWatchメトリクス（標準モニタリング）だけでは見えない「舞台裏」の動きを可視化できます。,拡張モニタリング（Enhanced Monitoring）,運用上の優秀性,ja-JP,ja-JP
「メモリ使用率を監視したい」という要件が出た場合、デフォルトのCloudWatch機能で監視できるか？,できない,運用上の優秀性,ja-JP,ja-JP
「メモリ使用率を監視したい」という要件が出た場合、デフォルトのCloudWatch機能で監視するための方法は？,「CloudWatchエージェントをインストールし、カスタムメトリクスとして収集する」,運用上の優秀性,ja-JP,ja-JP
「EC2のメモリ使用率」や「OSのログファイル」**をCloudWatchに送りたいときに使う機能で、「自分で管理するサーバー（EC2）」に手動で入れるCloudWatchの偵察員を何と呼ぶか？「このEC2インスタンス全体のメモリ使用率は70%です」という情報が見えます。,CloudWatch Agent ,運用上の優秀性,ja-JP,ja-JP
「RDSのOSレベル」で「プロセスやスレッド」**の負荷を詳しく調べたいときに使う機能で、「AWSにお任せしているDB（RDS）」の中身を透視する機能は何と呼ぶか？RDSはマネージドサービスなので、ユーザーはOSにログインしてエージェントを入れることができません。その代わり、AWSが**「OSの内部情報を詳細にのぞき見する専用の窓」*として、この機能*を用意してくれています。「RDSのOSの中で、mysqld（DB本体）のプロセスがメモリを60%使い、他のバックグラウンド処理が5%使っています」という、プロセス単位の細かい内訳が見えます。,拡張モニタリング（Enhanced Monitoring）,運用上の優秀性,ja-JP,ja-JP
ある企業は、複数のAmazon EC2インスタンスおよびAmazon RDS DBインスタンスを使用してアプリケーションを運営しています。あなたはソリューションアーキテクトとして、このアプリケーションのコスト効率を向上させる役割を担っています。そのため、業務時間外にEC2インスタンスとDBインスタンスを自動的に起動および停止させることでコストを削減する方針を採用しました。これらの要件を満たす、第一候補：AWS Instance Scheduler (公式の専用ツールだから)、第二候補：####### + ############、第三候補：Step Functions (多機能すぎるが、複雑な順序制御が必要ならアリ)ソリューションは何でしょうか。,第二候補：EventBridge + Lambda,運用上の優秀性,ja-JP,ja-JP
ある企業は、工場内に設置された数百のエッジデバイスを活用して、製造ラインからのストリームデータを収集しています。各データのサイズは約2KBですが、これを集計すると、毎日合計で500MBに達します。同社は、これらのストリームデータを取得し、保存するためのソリューションを導入する必要があります。このストリーミングデータのリアルタイム処理は必要としていないため、データ保存時に数分の遅延が生じても問題はありません。その際は、データは確実に失われることなく保存される必要があります。また、コストをできるだけ抑えることも求められています。さらに、取得したデータは10日以内に即座に利用可能とし、10日を超えたデータはアーカイブする必要があります。この要件を満たすために、最もコスト効率の良いソリューションは何でしょうか。,"1. データ収集：Amazon Data Firehose (旧 Kinesis Data Firehose)
2. データ保存：Amazon S3 (S3 Standard)
3. ライフサイクル管理：S3 ライフサイクルポリシー",運用上の優秀性,ja-JP,ja-JP
