FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
CodePipelineであれCodeCatalystであれ、「CI/CDで意図しない変更が本番に反映されるのを防ぐ」ために、「デプロイ前に」に挟む工程は何プロセスか？,承認プロセス,CloudFormation,ja-JP,ja-JP
WEBアプリのデプロイに特化した自動化サービスで、ウェブアプリケーションやサービスを使い慣れたサーバーでデプロイおよびスケーリングするためのサービス,Elastic Beanstalk,CloudFormation,ja-JP,ja-JP
Elastic Beanstalk において、ウェブサイトの表示などユーザーのリクエストに即座に反応する「ウェブサーバー環境」に対し、時間のかかる処理やバックグラウンドタスクを専門に引き受けるための環境を何環境と呼ぶか？,「ワーカー環境」,CloudFormation,ja-JP,ja-JP
"Elastic Beanstalk 構成要素を４つ。
①あなたは名前「AIで勝ち馬を当てるアプリ」を作ることにしました。ただの名前がついた（入れ物）、プロジェクトの名前のこと
②必死にプログラムを書き上げ、「ウマ予測 v1.0」というソースコードをアップロードします。プログラム v1.0のこと
③いよいよユーザーがアクセスできるように、実際にサーバーを立てます。実際に動くサーバー群のこと
④GIレース（有馬記念）の日、アクセスが100倍になることが予想されるのでプロビジョンします。台数やスペックの指示のこと","1. アプリケーション (Application)：概念: プロジェクト全体の「フォルダ」や「入れ物」です。1つのアプリケーションの中に、複数の「バージョン」と複数の「環境」を共存させることができます。
2. バージョン (Application Version)概念: S3に保存された特定の時点のデプロイ可能なコードを指します。一度アップロードすれば、異なる環境（開発用・本番用）へ何度でも展開可能です。
3. 環境 (Environment)：実際にリソース（EC2、 ASG、 ALBなど）が構築され、コードが動いている「場所」です。「ウェブサーバ環境」（リクエストを受け付ける）と、「ワーカー環境」（裏側でSQSなどのタスクを処理する）の2種類があることを必ず覚えてください。
4. 環境設定 (Configuration Settings)インスタンスタイプ、台数、スケーリング条件、DB接続情報などの「パラメータ」です。「外部サービス（RDS等）の利用」**が推奨されます。サーバーが作り直されてもデータが消えないよう、DBは環境の外に置く設定にするのがベストプラクティスです。",CloudFormation,ja-JP,ja-JP
インフラの構成管理の自動化に特化したサービスで、ChefやPuppetのマネージド型インスタンスのサーバーの設定、デプロイ、管理を自動化できるようになる設定管理サービス,OpsWorks,CloudFormation,ja-JP,ja-JP
AWSクラウド環境内の全インフラリソースを記述してテンプレート化して展開するインフラ構成をデプロイする自動設定サービスで、クラウド環境内のすべてのインフラストラクチャリソースを記述してプロビジョニングするためテンプレート化されたプロビジョニングサービス,CloudFormation,CloudFormation,ja-JP,ja-JP
通常、システムを動かすにはサーバー（EC2）、データベース（RDS）、ネットワーク（VPC）など複数のリソースが必要です。これらをバラバラに管理するのではなく、一つの箱にまとめて扱います。この箱を何と呼ぶか？,スタック,CloudFormation,ja-JP,ja-JP
CloudFormationによる自動構築の３つのプロセスは何？,"①テンプレート、JSON/YAML形式で、作成したいリソースとパラメーターを定義します。
②CloudFormation、テンプレートを読み込み、スタックの作成・変更・削除を実行します。また、エラー検知時のロールバックや、リソース間の依存関係の自動判定も行います。
③スタック、完成したAWSリソースの集合です。スタック単位で管理でき、スタックを削除すると紐づいたリソースも一括で削除されます。",CloudFormation,ja-JP,ja-JP
CloudFormationにおいて、**「複数のAWSアカウントと複数のリージョンに対して、一度の操作で一括してインフラをデプロイ・管理するための仕組み」**を何セットと呼ぶか？通常のCloudFormationスタックが「1つのアカウント・1つのリージョン」を管理するのに対し、「組織全体（マルチアカウント・マルチリージョン）」に拡張した上位概念です。,CloudFormation スタックセット (StackSets) ,CloudFormation,ja-JP,ja-JP
CloudFormationの**「インフラ構築の最小単位」**を何と呼ぶか？1つのCloudFormationテンプレートを元に、VPC、EC2、S3などの関連リソースを「1つのグループ」として作成・更新・削除する仕組みです。1つのAWSアカウントの、1つのリージョンに対してリソースを作成します。,スタック,CloudFormation,ja-JP,ja-JP
複数のアカウントおよび AWS リージョンにおけるスタックの作成、更新、削除を一つの操作で実行できる機能を何と呼ぶか？更新する際には、AWS CLI コマンドを用いてupdate-stack-set コマンドを使用することで、複数のアカウントにおけるスタックの更新が実行されます。,スタックセット,CloudFormation,ja-JP,ja-JP
CloudFormationの何リソースを利用すれば、データベースへの認証ユーザー設定を組み込んだテンプレートを準備することが可能になりますか？この方法により、複数のアカウントに対して同一のデータベースユーザーを一貫して設定することができます。CloudFormationテンプレート内に独自のプロビジョニングロジックを記述し、スタックの作成、更新、または削除の際にCloudFormationにそのロジックを実行させることができます。これは、プロビジョニング要件がCloudFormationの標準リソースタイプでは表現できない複雑なロジックやワークフローを含む場合に特に有用です。,CloudFormationのカスタムリソース,CloudFormation,ja-JP,ja-JP
CloudFormation スタックの何セットは、実行中のスタックに対して更新を行う前に、その変更内容をプレビューして確認するための機能です。この何セットとは何か？,変更セット（Change Set）,CloudFormation,ja-JP,ja-JP
スタックの更新をおこなう時の概要が変更セットで、変更による影響度を確認するためのスタックです。スタック変更は直接更新と変更セットの実行で可能ですが、変更セットは複数アカウントにまたがって実施できるか？,できない：「変更セット (Change Set)」のセットは、**「変更内容の一式（パッケージ）」**という意味です。スタックの集合体の意味のセットではありません。,CloudFormation,ja-JP,ja-JP
テンプレートによって展開したAWSリソースを展開後に変更した場合に、元テンプレートとの差分を検出するチェック機能を何と呼ぶか？,ドリフト,CloudFormation,ja-JP,ja-JP
複数のAWSアカウントと複数のリージョンに対してスタックを作成できる機能を何と呼ぶか？,スタックセット,CloudFormation,ja-JP,ja-JP
サーバーレスアプリケーション（Lambda、 API Gateway、 DynamoDBなど）を定義・デプロイするためのオープンソースフレームワークのサービスは何か？CloudFormation（IaCツール）をベースに、サーバーレスに特化した「より簡潔な記述」を可能にします。SAM テンプレートは、通常のCloudFormationテンプレートよりも少ない行数で、Lambda関数やAPIを定義できます。「サーバーレスアプリをデプロイしたい」「開発時にローカルでテストしたい」という要件があれば、このサービスが最適な選択肢です。「テンプレート」「デプロイ」「サーバーレス」「ローカルテスト」,SAM (Serverless Application Model),CloudFormation,ja-JP,ja-JP
"虫食い：①SAMを準備するための最適なアクションの組み合わせを問う問題です。SAMを利用してLambda関数をデプロイする際は、AWS SAMを利用したテンプレートをAmazon S3バケットに＃＃＃＃＃化して保存する必要があります。このS3バケットを指定することで、テンプレートをデプロイします。
②Lambda関数を利用してDynamoDBテーブルにデータを記録するサーバーレスアプリケーションのデプロイを準備しており、CloudFormationテンプレートにAWS SAMを設定する必要があります。その際は、CloudFormationテンプレート内でAWS::Serverless Transform設定において、使用するAWS SAMの＃＃＃＃＃を指定することが求められます。","パッケージ化
バージョン",CloudFormation,ja-JP,ja-JP
CloudFormation テンプレートという「設計図」の中に書く**「決まり文句」は何か？「テンプレートのここから下の行は、外に公開する情報だよ」と伝えるための**「箱（セクション）の名前」です。コマンドというより「ここから設定を書くぞ」という見出し**のようなものです。,Outputs,CloudFormation,ja-JP,ja-JP
CloudFormation テンプレートという「設計図」の中に書く**「決まり文句」は何か？(組み込み関数):「このテンプレートの中にある、あのリソース（S3バケットなど）のIDを教えて！」という**「検索ボタン」**のような命令です。,Ref,CloudFormation,ja-JP,ja-JP
CloudFormation テンプレートという「設計図」の中に書く**「決まり文句」は何か？「この情報を、外の世界からも見えるように看板を出してくれ」という**「公開設定」**です。,Export,CloudFormation,ja-JP,ja-JP
CloudFormation テンプレートという「設計図」の中に書く**「決まり文句」は何か？「どこかのスタックが看板を出している、この名前の情報を取ってきて！」という**「取り寄せ命令」**です。,ImportValue,CloudFormation,ja-JP,ja-JP
"CloudFormation テンプレートAを用いて、S3などのリソースを構築しています。そのS3バケットを参照する、新たな CloudFormationテンプレートBでリソース構築したいのです。そのためには、テンプレートAとテンプレートBに記述する大事なことがあります。まずはテンプレートA（腕に存在しているエクスポート側）に「どの情報を外部に公開するか」**を 追記します。
＃＃＃＃＃＃＃＃（セクション）:
  MyS3BucketName:            # 識別名
    Value: !Ref MyS3Bucket   # 取得したい値
    ＃＃＃＃＃＃＃＃:                  # ここが「看板を出す」設定
      Name: SharedBucketName # テンプレートBが探しに来る名前","Outputsセクション
Exportフィールド",CloudFormation,ja-JP,ja-JP
"""CloudFormation テンプレートAを用いて、S3などのリソースを構築しています。そのS3バケットを参照する、新たな CloudFormationテンプレートBでリソース構築したいのです。そのためには、テンプレートAとテンプレートBに記述する大事なことがあります。次はテンプレートB（新しく作るインポート側）に、「Aから公開された情報を使ってリソースを作る」**という指示を書きます。
Resources:
  MyNewResource:
    Type: AWS::EC2::Instance # インスタンスを作る例
    Properties:
      # Aで公開されたバケット名を読み取って設定する
      S3BucketName: !＃＃＃＃＃＃＃＃（組み込み関数） SharedBucketName",ImportValue組み込み関数,CloudFormation,ja-JP,ja-JP
"新人エンジニアにAWS CloudFormation（CFn）を使用したインフラ展開を任せる際、最小権限の原則を遵守しつつ業務を遂行させる２つは何か？
①サービスロール（XXXXロール）の作成：CloudFormationがリソースを作成するための権限を持つ「サービスロール」を作成します。このロールには、EC2やS3、RDSなど、テンプレートで展開するリソースに必要な実行権限だけを付与します。
②エンジニアへの権限付与（XXXXポリシー）エンジニアのIAMユーザーには、リソース作成権限は付与せず、CFn操作の権限のみを付与します。iam:＿＿＿＿＿Role 権限: これが最大の重要ポイントです。「このスタックを実行する際には、先ほど作成したサービスロールを使ってもいいよ」とCFnに許可を渡すための権限です。","①サービスロール（IAMロール）の作成：CloudFormationがリソースを作成するための権限を持つ「サービスロール」を作成します。このロールには、EC2やS3、RDSなど、テンプレートで展開するリソースに必要な実行権限だけを付与します。
②エンジニアへの権限付与（IAMポリシー）エンジニアのIAMユーザーには、リソース作成権限は付与せず、CFn操作の権限のみを付与します。iam:PassRole 権限: これが最大の重要ポイントです。「このスタックを実行する際には、先ほど作成したサービスロールを使ってもいいよ」とCFnに許可を渡すための権限です。""",CloudFormation,ja-JP,ja-JP
CloudFormationテンプレートにはインバウンド（受信）ルールとアウトバウンド（送信）ルールの両方を記述する必要があります。ネットワークACLは「ステートレス」なファイアウォールであるため、戻りのトラフィック（レスポンス）を明示的に許可する必要がある点が重要です。Egress: trueこの場合は、インバウンドか？ アウトバウンドか？,Egress: true            # true = アウトバウンド,CloudFormation,ja-JP,ja-JP
CloudFormationテンプレートにはインバウンド（受信）ルールとアウトバウンド（送信）ルールの両方を記述する必要があります。ネットワークACLは「ステートレス」なファイアウォールであるため、戻りのトラフィック（レスポンス）を明示的に許可する必要がある点が重要です。Egress: false   この場合は、インバウンドか？ アウトバウンドか？,Egress: false           # false = インバウンド,CloudFormation,ja-JP,ja-JP
AWSでDockerを利用したコンテナーアプリケーション構築を可能にするサービスは何？Dockerコンテナをサポートする拡張性とパフォーマンスに優れたコンテナオーケストレーションサービスです,ECS,ECS,ja-JP,ja-JP
フルマネージド型のレジストリサービスでDockerコンテナイメージが保管される場所、つまり「コンテナイメージ（設計図）の保管庫」のサービスは何？,Elastic Container Registry (ECR),ECS,ja-JP,ja-JP
AWS上でコンテナベースの環境構築のテンプレート化を実現するサービス。イメージファイルに環境イメージを設定しインフラ設定をコード化する。2種類,Amazon ECS/EKS,ECS,ja-JP,ja-JP
AWSが独自に開発した、シンプルで使いやすいコンテナ管理サービス（複数のコンテナ（アプリのパッケージ）をどこで・どのように動かすかを管理する「オーケストレーションサービス」）は何？,ECS,ECS,ja-JP,ja-JP
オープンソースで世界標準の Kubernetes (K8s) をAWS上で動かすためのコンテナ管理サービス（複数のコンテナ（アプリのパッケージ）をどこで・どのように動かすかを管理する「オーケストレーションサービス」）は何？オンプレミスや他のクラウド環境ですでにKubernetesを使っている場合、そのままの設定（マニフェスト）を持ち込めます。非常に細かな設定が可能ですが、ECSに比べると運用や設定の専門知識が必要になります。,EKS,ECS,ja-JP,ja-JP
 ECS や EKS と組み合わせて使用する、「サーバーレス」なコンテナ実行環境です。コンテナを動かすためのサーバー（EC2）の管理を、AWSに丸投げできるコンピューティングサービスは何？通常、コンテナを動かすにはその土台となるサーバー（EC2インスタンス）が必要ですが、このサービスを使うと、以下の作業が自動化（不要に）されます。サーバーの管理不要: OSのパッチ適用、アップデート、セキュリティ設定を自分でする必要がありません。スケーリングの簡素化: サーバーの「台数」ではなく、動かしたい「コンテナの数」だけを指定すれば、AWSが裏側で必要なリソースを自動的に割り当てます。コストの最適化: サーバーを動かし続けるのではなく、コンテナが「起動している間」に使用したCPUとメモリ分だけ料金が発生します。,AWS Fargate（ファーゲート）,ECS,ja-JP,ja-JP
ECSに対応したコンピューティングエンジンを２つ,"EC2
Fargate",ECS,ja-JP,ja-JP
EKSに対応したコンピューティングエンジンを１つ																	,EC2,ECS,ja-JP,ja-JP
ECSでALB（Application Load Balancer）と連携してEC2起動する際に、「パスルーティング（案内板）」および「動的ポートマッピング「部屋番号」の自動割り当て」は利用するか？,"パスルーティング: 利用する
動的ポートマッピング: 利用する:1台のEC2インスタンスの中に複数のコンテナを詰め込むため、ポート番号が重複しないよう、空いているポートを自動で割り当てる「動的ポートマッピング」が必須となります。",ECS,ja-JP,ja-JP
ECSでALB（Application Load Balancer）と連携してfargate起動する際に、「パスルーティング（案内板）」および「動的ポートマッピング「部屋番号」の自動割り当て」は利用するか？,"パスルーティング: 利用する
動的ポートマッピング: 利用しない（不要）:Fargateはコンテナ（タスク）ごとに独自のIPアドレス（ENI）が割り当てられる「一戸建て」のような仕組み（awsvpcモード）です。他のコンテナとポートを共有しないため、常に固定のポート（例：80番）を使えるからです。",ECS,ja-JP,ja-JP
1つのEC2上で複数のコンテナが動いている際、空いているポートを自動でALBに登録する機能。タスク定義で動的ポートを登録し、トラフィックを分散することを何と呼ぶ？ポート番号の重複を気にせず、1台のサーバー上で同じコンテナを大量に起動できる。,動的ポートマッピング,ECS,ja-JP,ja-JP
ECSのイメージ設定（金型作り）には何を使い、設定ファイル（タスク定義）には 何を使うか？,"イメージ設定（金型作り）Dockerfile
設定ファイル（タスク定義）JSON/YAML",ECS,ja-JP,ja-JP
"開発の流れ。#####の適切な用語は何？
①あなたがPCでアプリの**コード（ソースコード）**を書く。
②そのコードを動かすための#######（OSやミドルウェアの設計図）を書く。
③CodeBuild等が########eを読み込んで、コードとOSをパックした**「Dockerイメージ」**を作成する。
④出来上がった「環境イメージ」をAmazon ECR（Dockerイメージのリポジトリ）へ保存（プッシュ）する。",Dockerfile：Dockerイメージを作成するための設計図で,ECS,ja-JP,ja-JP
"開発の流れ。#####の適切な用語は何？
①あなたがPCでアプリの**コード（ソースコード）**を書く。
②そのコードを動かすためのDockerfile（OSやミドルウェアの設計図）を書く。
③CodeBuild等がDockerfileを読み込んで、コードとOSをパックした**「Dockerイメージ」**を作成する。
④出来上がった「環境イメージ」をAmazon ECR（Dockerイメージのリポジトリ）へ保存（プッシュ）する。
⑤#####形式で「タスク定義」を作成する。「どのECRイメージを使うか」「メモリは何GBか」「どのポートを開くか」といった実行時の設定を記述する。
⑥ECSが######形式の「タスク定義」に従って、ECRからイメージをプルし、EC2またはFargateの上でアプリを起動する。",JSON：DockerイメージそのものはDockerfileで作るが、その動かし方はJSON（タスク定義）で設定する。,ECS,ja-JP,ja-JP
"Dockerfileというレシピに従って、以下の材料が一つに固められたものを何イメージと呼ぶか？
OS（ベースイメージ）: Linux（Amazon Linux、 Alpineなど）
ランタイム: Python、 Java、 Node.jsなどの実行環境
ライブラリ: アプリが動くのに必要な各種パッケージ
アプリ本体: あなたが書いたソースコード",「環境イメージ」＝ Dockerイメージ の中身,ECS,ja-JP,ja-JP
CPU/メモリ量やポート番号などの、コンテナの動かし方（タスク定義）の記述形式は何？,JSON,ECS,ja-JP,ja-JP
EC2インスタンスやEBSボリューム、DBインスタンス、またはカスタムメトリクスなどのリソースを簡単にモニタリングできる,cloudWatch,ECS,ja-JP,ja-JP
ウェブアプリケーションやサービスを使い慣れたサーバーでデプロイおよびスケーリングするためのサービスは何？,Elastic Beanstalk：「インフラはお任せでアプリだけ動かしたいなら Elastic Beanstalk」,ECS,ja-JP,ja-JP
クラウド環境内のすべてのインフラストラクチャリソースを記述してプロビジョニングするためテンプレート化されたプロビジョニングサービスは何？,CloudFormation：インフラのコード化 (IaC): JSONやYAML形式の「テンプレート」に、VPC、EC2、RDSなどのあらゆるリソースを記述します。「インフラの細かい構成まで全部自分でコードに書きたいなら CloudFormation」,ECS,ja-JP,ja-JP
VPC、サブネット、ロードバランサー(ALB)の作成 などのインフラ全体の構築(土台作り)のCloudFormationで記述するのは何形式？,JSON/YAML,ECS,ja-JP,ja-JP
CloudFormation (YAML形式)記述文字は何？テンプレートの内容に関する説明（メモ）。,Description,ECS,ja-JP,ja-JP
CloudFormation (YAML形式)記述文字は何？実行時に「VPC名」などを自由に入力できるようにする**「変数」**の設定。関数で呼び出されるときに使われる。,Parameters,ECS,ja-JP,ja-JP
CloudFormation (YAML形式)記述文字は何？最重要。 作成するリソース（VPC、EC2、S3など）の宣言。,Resources,ECS,ja-JP,ja-JP
CloudFormation (YAML形式)記述文字は何？リソースの「具体的な中身」の設定。 (例: CIDRブロック、タグ、インスタンスタイプ),ResourcesのなかのPropertiesに記述,ECS,ja-JP,ja-JP
CloudFormation (YAML形式)記述文字は何？作成完了後に表示する情報（VPC IDなど）。他のテンプレートへの受け渡しも可能。,Outputs,ECS,ja-JP,ja-JP
ChefやPuppetによるマネージド型インスタンスのサーバーの設定、デプロイ、管理を自動化できるようになる設定管理サービスは何？,OpsWorks	Chef / Puppetキーワード,ECS,ja-JP,ja-JP
インフラの設定自動化に適したサービスは何？,CloudFormation：インフラのコード化 (IaC): JSONやYAML形式の「テンプレート」に、VPC、EC2、RDSなどのあらゆるリソースを記述します。「インフラの細かい構成まで全部自分でコードに書きたいなら CloudFormation」,ECS,ja-JP,ja-JP
ECSにおいて、1つ以上のコンテナを組み合わせた実行の最小単位を何と呼ぶか？役割: 「どのコンテナイメージを使うか」「CPUやメモリをどれだけ割り当てるか」という定義に基づいて実際に動き出した状態を指します。,Task (タスク),ECS,ja-JP,ja-JP
Kubernetesにおいて、コンテナを1つまたは複数まとめたものを何と呼ぶか？なぜコンテナじゃないの？: 1つのコンテナだけでは動かず、補助的なプログラム（ログ収集用など）と一緒に動かす必要があるため、それらを「1つの塊」としてひとまとめに扱います。,Pod (ポッド)：スケーリング（増減）の際に、この単位で増えます。EKSならPodが増える。ノード＝サーバーが増えても、Podが乗らなければ意味がない,ECS,ja-JP,ja-JP
サーバーレスのLambdaでは、プログラムの「コード」そのものが最小単位ですが、それを何と呼ぶか？役割: 「このイベントが起きたら、この処理（関数）を実行する」という非常にシンプルな単位です。特徴: サーバーやコンテナの存在を意識せず、コード1つで完結します。,関数 (Function),ECS,ja-JP,ja-JP
セキュリティの「物理的な壁」を作るため、「1つのTask に対して 1台のEC2を丸ごと割り当てる」必要があるとき、ECSでは、何という仕組みを使いますか？２つ。①ノード（EC2インスタンス）に対して付ける「ラベル」のことです。②タスク（Podに相当）を実行する際、「どのノードなら動いていいか」という条件を指定します。,"①「属性（Attributes）」
② 「配置制約（Placement Constraints）」",ECS,ja-JP,ja-JP
セキュリティの「物理的な壁」を作るため、「1つのPodに対して 1台のEC2を丸ごと割り当てる」必要があるとき、EKSでは、何という３種の神器を使いますか？３つ。①ノード（サーバー）に付ける「印」です。「このノードはテナントA専用（汚れ）」とマークします。②Pod側に持たせる「許可証」です。これを持っていないPodは、そのノードに配置されなくなります。③「特定のPodを特定のノードへ誘導する」 ために使います。,"① Taint（汚れ）役割: ノード（サーバー）に付ける「印」
② Toleration（許容）Pod側に持たせる「許可証」
③ Node Affinity（ノード親和性）Pod側から「私は特定のラベル（例：tenant=A）がついたノードに乗りたい」と指定する機能です。",ECS,ja-JP,ja-JP
ECSタスク（中身）」と「インフラリソース（土台）」のスケーリングを自動で連動させるための管理機能は何ですか？以前は「タスクは増えたのに、載せるEC2が足りなくて起動できない」という問題が頻発していましたが、これを解決するために登場しました。,ECSキャパシティプロバイダー（Capacity Provider）：「コンテナ（ECS）が動くための『器（キャパシティ）』を、自動で調達・提供（プロバイド）してくれる仕組み」,ECS,ja-JP,ja-JP
データを暗号化するための鍵（データキー）を、さらに別の鍵（マスターキー）で暗号化するという二段構えの仕組みのことを何と呼ぶか？手紙（データ）を封筒（エンベロープ）に入れ、その封筒に鍵をかけるイメージからこう呼ばれます。,エンベロープ暗号化（Envelope Encryption）,ECS,ja-JP,ja-JP
EKSは、1台の強力なサーバーでアプリを動かすのではなく、複数のサーバーを連携させて「ひとつの大きな仮想的なコンピューター」として扱います。司令塔（コントロールプレーン）は: 「このコンテナをあっちのサーバーで動かして」と命令を出す頭脳でAWSが管理してくれます。作業員（ワーカーノード）:は実際にコンテナが動くEC2インスタンス（サーバー）たち。この「司令塔」と「作業員」を全部ひっくるめた管理単位を何と呼びますか？難しそうな言葉だが、「工場の敷地全体」というようなイメージ持っておけば大丈夫,クラスター：「クラスター＝工場の敷地全体」,ECS,ja-JP,ja-JP
EKS（Kubernetes）には、パスワードなどを保存する**「シークレット（Secret）」**という機能があります。しかし、これには大きな弱点があります。中身は「Base64」: これはデータを別の文字に置き換えているだけで、**「誰でも元に戻せる（デコードできる）」**状態です。保存先は「etcd」: クラスターの心臓部であるデータベース etcd に、その「誰でも読める状態」で保存されます。リスク: サーバーの管理者権限を持つ人や、バックアップファイルを盗んだ人は、中身のパスワードを簡単に盗み見ることができてしまいます。企業として「機密データは必ず暗号化せよ」という厳しいルールがある場合、この標準状態では「不合格」です。そこで、**「データベース（etcd）に書き込まれるその瞬間に、本当の意味で暗号化（ガチガチのロック）をかけたい」**というニーズが生まれます。解決策：KMSによる「##########暗号化」、虫食いです,"エンベロープ暗号化（Envelope Encryption）
①鍵の準備: AWS KMSで、自分たちが管理できる「カスタマーマネージドキー」を作成します。
②EKSの設定: EKSクラスターの設定で「シークレットを保存するときは、このKMSキーを使ってね」と指定します。
③書き込み時の処理: * ユーザーがパスワードを保存しようとすると、EKSは裏側でKMSに「データキー」をリクエストします。
④その鍵を使ってデータを暗号化し、**暗号化された状態（解読不能）**で etcd に保存します。
⑤読み取り時の処理: アプリがパスワードを使いたいときだけ、EKSがKMSに頼んで一時的に復号し、アプリに渡します。",ECS,ja-JP,ja-JP
ストリーミングデータをクエリ処理によって分割し、直接Amazon S3バケットに保存することができるサービスは何？,Managed Service for Apache Flink (MSF),ECS,ja-JP,ja-JP
ストリーミングデータの①収集では「どこから、どれくらいの勢いでデータが来るか」で選択サービスを決めます。シーンとして、データを**「複数のサービス」で使い回したい場合や、「ミリ秒単位」**の超低遅延が必要な場合。1つのデータを、分析用のFlinkと保存用のLambdaの両方で同時に読み取るといった「1対多」の配信を行う場合、に選択すべきサービスはなに？,Kinesis Data Streams (KDS),ECS,ja-JP,ja-JP
ストリーミングデータの①収集では「どこから、どれくらいの勢いでデータが来るか」で選択サービスを決めます。シーンとして、: **「収集してそのままどこかに置くだけ」**でいい場合、最も運用を楽（サーバーレス）にしたいときに選択するサービスはなに？,Data Firehose,ECS,ja-JP,ja-JP
ストリーミングデータの②分析では「どんな加工（クエリ）をしたいか」で選択サービスを決めます。シーンとして、分析してそのままS3に流すとき、「過去5分間の平均」や「異常値の検出」**など、時間の概念（ウィンドウ処理）が必要な高度な分析をする時、「複雑なクエリ」「リアルタイム集計」「複数ストリームの結合」。にしたいときに選択するサービスはなに？,Managed Service for Apache Flink (MSF),ECS,ja-JP,ja-JP
ストリーミングデータの②分析では「どんな加工（クエリ）をしたいか」で選択サービスを決めます。シーンとして、「JSONをParquetに変換するだけ」や「日付ごとにフォルダ分けするだけ」**の時に選択するサービスはなに？,Firehose,ECS,ja-JP,ja-JP
ストリーミングデータの②分析では「どんな加工（クエリ）をしたいか」で選択サービスを決めます。シーンとして、1件ずつのデータに対して、**「特定の項目を書き換える」「不要な行を消す」**といった単純な加工をする時、「イベント駆動」「1件ずつのトリガー」「シンプルな変換」の時に選択するサービスはなに？,Lambda,ECS,ja-JP,ja-JP
ストリーミングデータの③ S3流し込みでは「誰が最後にS3のドアを叩くか」で選択サービスを決めます。シーンとして、どんな前段（StreamsやFlink）があっても、最終的にS3へ綺麗に整列させて置いたり、バッファリング（小分けにせずまとめてドカンと置く）機能があるため、S3のAPIコストを大幅に節約したい時、に選択するサービスはなに？,Firehose,ECS,ja-JP,ja-JP
ストリーミングデータの③ S3流し込みでは「誰が最後にS3のドアを叩くか」で選択サービスを決めます。シーンとして、Firehoseがサポートしていない特殊な書き出しが必要な時、に選択するサービスはなに？,Managed Service for Apache Flink (MSF)。Lambda。,ECS,ja-JP,ja-JP
ただS3に貯めたい（変換なし）「S3 / Redshift への保存」「運用負荷の軽減」「分単位の遅延は許容できる」ときの推奨構成。１つのサービス構成＋S3,Firehose → S3,ECS,ja-JP,ja-JP
分析は後回し、とりあえずParquetで保存したいときの推奨構成。１つのサービス構成＋S3,Firehose (変換) → S3,ECS,ja-JP,ja-JP
ミリSecデータを1件ずつ中身を見て、条件分岐させてS3に保存したいときの推奨構成。２つのサービス構成＋S3,Streams → Lambda → S3,ECS,ja-JP,ja-JP
