FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
"エンベロープ暗号化：暗号化フローの虫食い。登場人物は、KMSキー、使える状態のデータキー、KMSキーで暗号化済みのデータキー
①アプリ（S3）がKMSに対し、「この######を使って######を発行して」とリクエストします。
②KMSは、##############と##################をアプリに渡す
③アプリは、受け取った、#################を使用して、実際のデータを暗号化します。
④アプリは、メモリ上にある、#############を破棄します。
⑤アプリは、暗号化されたデータ、##############、をバケットに保存します。","①アプリ（S3）がKMSに対し、「この**KMSキーを使ってデータキーを発行して」とリクエストします。
②KMSは、使える状態のデータキー、KMSキーで暗号化済みのデータキーをアプリに渡す
③アプリは、受け取った、使える状態のデータキーを使用して、実際のデータを暗号化します。
④アプリは、メモリ上にある、使える状態のデータキーを破棄します。
⑤アプリは、暗号化されたデータ、KMSキーで包まれた暗号化済みのデータキー、をバケットに保存します。",セキュリティ,ja-JP,ja-JP
"KMS エンベロープ暗号化の復号フローの虫食い。登場人物は、KMSキー、使える状態のデータキー、KMSキーで暗号化済みのデータキー
①アプリ：アプリは##########をKMSに送り、「##########を使って#################に戻して」と依頼します。
②KMS：KMSは内部で**#############を使い、包みを解いて###################をアプリに返します。
③アプリ：戻ってきた**################を使って、本命のデータを復号します。
④アプリ：##################をメモリから再び消去","KMS エンベロープ暗号化の復号フロー。虫食い
①アプリ：アプリは「包まれたデータキー」をKMSに送り、「KMSキーを使って元の（使える状態の）データキーに戻して」と依頼します。
②KMS：KMSは内部で**KMSキーを使い、包みを解いて使える状態のデータキーをアプリに返します。
③アプリ：戻ってきた**使える状態のデータキーを使って、本命のデータを復号します。
④アプリ：使える状態のデータキーをメモリから再び消去",セキュリティ,ja-JP,ja-JP
"「このサービスはKMS使える？」と迷ったら、自分にこう問いかけてみてください。「そのサービスの中に、ハッカーに盗まれたら困る『ファイル』や『レコード』、あるいは『パスワード』は保存されているか？」
YESだったら、KMS使えるか？使えないか？","YES ➔ おそらくKMSが使えます（S3、 RDS、 SNSなど）。
・ストレージ・データベース（永続性がある）S3、 EBS、 RDS、 DynamoDB、 EFS、 Redshiftなどは、データを長期保存するため、保管時（At Rest）の暗号化が必須です。
・メッセージ・キュー（一時的にでも留まる）SQSやSNS、 Kinesisなどは、配信されるまでメッセージを保持するため、その待機時間をKMSで守れます。
・秘密情報の管理：Secrets ManagerやParameter Storeは、そもそも中身が「機密」なのでKMSが必須です。
・コンピューティングの周辺情報：Lambdaの環境変数、EC2のAMIやスナップショットなど、「設定」として保存されるデータ。",セキュリティ,ja-JP,ja-JP
"「このサービスはKMS使える？」と迷ったら、自分にこう問いかけてみてください。「そのサービスの中に、ハッカーに盗まれたら困る『ファイル』や『レコード』、あるいは『パスワード』は保存されているか？」
NOだったら、KMS使えるか？使えないか？","NO ➔ KMSは使えません（SWF、 Route 53など）。
・純粋なワークフロー・オーケストレーション：SWF (Simple Workflow Service) や Step Functions。：これらは「手順（ステート）」を管理するものであり、巨大なデータそのものを保持するわけではないため、KMSによる自動暗号化の対象外となるケースが多いです（※入力データ自体は別途暗号化が必要）。
・ネットワーク・ルーティング：Route 53 や VPC（ルーティングテーブルなど）。通信経路を制御するだけのサービスには、KMSを組み込む場所がありません。
・変換処理の「最中」の動作",セキュリティ,ja-JP,ja-JP
"KMSで暗号化されたリソース（AMIやスナップショット）を他社と共有するための、2段階の権限許可は何か？
①AMIをどうする
②だれのKMSキーをどうする","①AMI自体の共有権限の付与: LaunchPermission プロパティを変更して、他社のAWSアカウントIDに対して「このAMIを使ってインスタンスを起動する権利」を付与します。これにより、相手のアカウントでAMIが見えるようになります。
②KMSキーの使用許可: AMIが暗号化されている場合、相手側のアカウントがそのAMIを使ってインスタンスを起動しようとすると、KMSキーによる復号が必要になります。そのため、**元のKMSキー（カスタマー管理キー）の「キーポリシー」**を編集し、相手先のアカウントIDに対して kms:Decrypt などの使用権限を許可する必要があります。",セキュリティ,ja-JP,ja-JP
Amazon EC2において「どのAWSアカウントが、そのAMI（Amazon マシンイメージ）を使用してインスタンスを起動できるか」を制御するための権限設定のことを、何プロパティと呼ぶか？AMIは通常、自分自身のアカウントでのみ起動可能ですが、企業間での移行や、チーム間でのOSイメージ共有を行う際に、このプロパティを操作する必要があります。,LaunchPermission（起動許可）プロパティ,セキュリティ,ja-JP,ja-JP
KMS（Key Management Service）における「誰がその暗号化キーを使えるか」を定義する、JSON形式のアクセス制御リスト（ACL）**を何ポリシーと呼ぶか？AWSの他のリソース（S3バケットなど）に対するIAMポリシーと似ていますが、**「KMSキー自身に直接付随している」**という点が非常に強力です。IAMポリシーだけで管理しない理由は、**「キーの所有権とアクセス権の明確化」**のためです。KMSキーは非常に重要で機密性の高いリソースであるため、アクセス権限を「キー自体」の中に深く埋め込んで管理するよう設計されています。,KMSキーポリシー（Key Policy）,セキュリティ,ja-JP,ja-JP
自社で所有しているパブリックIPアドレスを、AWS上のEC2やALBでそのまま使い続けたい、このBYOIPを利用するために必要な登録は何？IPアドレスの管理者（JPNICなどのレジストリ）に対して、「このIPアドレス範囲を、AWS（AS番号: 16509）がインターネット上で広報することを許可します」というデジタル証明書を作成・登録します。「インターネット全体に向けた公開の委任状」なので、特定の業者（AWS）に渡すものではなく、「公的機関（レジストリ）に登録して、世界中のルーターに見えるようにするもの」**だと覚えておけば完璧です。,ROA (Route Origin Authorization) の登録,セキュリティ,ja-JP,ja-JP
"AWS Organizations組織内のメンバーアカウントにおいて、特定のセキュリティグループが設定された場合に自動的に検出するセキュリティルールを設定する必要があります。適切なサービスを2つあげよ
①最適解 (◎) **「構成の変更」**を記録し、ルール違反を検出する専門ツール。
②候補 (○) セキュリティグループを一括適用・強制する。
③補完的 (△)	Configの結果をまとめて表示できるが、ルールの根本的な「検出エンジン」はConfig。","①Config (Organization Rules)
②Firewall Manager
③Security Hub",セキュリティ,ja-JP,ja-JP
セキュリティグループのルールセットを作成して、メンバーアカウントに適用することが可能な、AWS Organizationsと統合されて使われるサービスは何か？1か所から複数のAWSアカウントおよびリソースにわたって、AWS WAFルール、AWS Shield Advancedの保護、VPCのセキュリティグループ、AWS Network Firewall、さらにAmazon Route 53 Resolver DNS Firewallルールを有効にすることができます。,Firewall Manager,セキュリティ,ja-JP,ja-JP
AWS環境やオンプレミス環境において**「セキュアなファイル転送」**を実現するための標準的なプロトコルは何ですか？英４文字。SSH（Secure Shell）を利用して通信を暗号化するため、データの盗聴や改ざんを防ぐことができます。,SFTP（SSH File Transfer Protocol）,セキュリティ,ja-JP,ja-JP
AWSでSFTPを扱う際の「決定版」といえるサービスは何か？既存のSFTPクライアント（WinSCPやFileZillaなど）から、そのままAmazon S3やAmazon EFSへファイルを転送できます。サーバーレスなので、SFTPサーバー自体を構築・運用する必要がありません。AWS IAMだけでなく、Active Directoryや独自のIDプロバイダーとも連携可能です。ユースケース:は、社外の取引先から安全にデータを受け取り、それを直接S3へ保存したい場合など。,Transfer Family (SFTPのマネージドサービス),セキュリティ,ja-JP,ja-JP
特定のプログラミング言語に依存しない暗号化専用のライブラリです。このライブラリを使用することで、開発中のアプリケーションにAWSのベストプラクティスに基づいた暗号化を適用することができます。このサービスは何か？暗号化の制限を超えないリクエスト処理の仕組みを構築し、現在発生しているエラーを回避することが可能となります。また、暗号化のたびにKMSにアクセスするのではなく、データ鍵をローカルでキャッシュして再利用することで、KMSへのリクエスト数を劇的に減らすことができます。これが最も効果的です。,暗号化SDK,セキュリティ,ja-JP,ja-JP
"AWS KMSによって暗号化されたAmazon RDSデータベースのスナップショットを異なるAWSアカウントと共有する手順（3ステップ）
① キーポリシーの更新（送信元アカウント）：これが最も重要なステップです。RDSスナップショットが暗号化されているKMSキー（カスタマーマネージドキー）の「＿＿＿ポリシー」を編集し、送信先のAWSアカウントがそのキーを使用（Decrypt）できるように許可します。
②スナップショットの共有（送信元アカウント）：RDSコンソールから、対象のスナップショットを選択して「共有」操作を行い、送信先のAWSアカウントIDを指定します。この時、スナップショット自体へのアクセス権が送信先アカウントに付与されます。
③スナップショットのコピー（送信先アカウント）送信先アカウントで、共有されたスナップショットを「コピー」します。送信先アカウントでコピーを作成する際、そのアカウント自身のKMSキーで再度暗号化し直すことが推奨されます（そうすることで、万が一送信元アカウントのキーが削除されても、データが保護されます）。","① キーポリシーの更新（送信元アカウント）：これが最も重要なステップです。RDSスナップショットが暗号化されているKMSキー（カスタマーマネージドキー）の「キーポリシー」を編集し、送信先のAWSアカウントがそのキーを使用（Decrypt）できるように許可します。
②スナップショットの共有（送信元アカウント）：RDSコンソールから、対象のスナップショットを選択して「共有」操作を行い、送信先のAWSアカウントIDを指定します。この時、スナップショット自体へのアクセス権が送信先アカウントに付与されます。
③スナップショットのコピー（送信先アカウント）送信先アカウントで、共有されたスナップショットを「コピー」します。送信先アカウントでコピーを作成する際、そのアカウント自身のKMSキーで再度暗号化し直すことが推奨されます（そうすることで、万が一送信元アカウントのキーが削除されても、データが保護されます）。""",セキュリティ,ja-JP,ja-JP
世界中のユーザーに対してウェブコンテンツ（静的・動的なコンテンツ両方）を高速かつ低遅延で配信するためのCDN（コンテンツ配信ネットワーク）サービスは何？単なる高速化ツールとしてだけでなく、**「ネットワークの最前線で攻撃を防ぐ盾」**としての役割がある。,CloudFront,CloudFront,ja-JP,ja-JP
CloudFront（エッジロケーション）が「世界各地にある支店（キャッシュ）」だとすれば、「本店（倉庫）」は何サーバと呼ばれるか？,オリジンサーバー,CloudFront,ja-JP,ja-JP
AWSでオリジンサーバーになれる主なリソースを３つ。,"S3: 静的コンテンツ（画像、動画、JS、CSSなど）の保管に最適です。
ELB (Elastic Load Balancing): 動的なコンテンツ（アプリの実行結果など）を配信する場合、その背後にあるEC2インスタンスをオリジンにします。
EC2
",CloudFront,ja-JP,ja-JP
CloudFront（エッジロケーション）は何サーバ―とよばれるか？,エッジサーバー,CloudFront,ja-JP,ja-JP
CloudFrontを利用するときに、「どのオリジンサーバーからデータを持ってきて、どのエッジサーバーを使って、どんなルールで配信するか」をまとめた**「設定の箱」、つまり**CloudFrontの設定セットを何と呼ぶか？,Distribution（ディストリビューション）,CloudFront,ja-JP,ja-JP
現在は設定できるDistributionは、何ディストリビューションのみか？,WEB Distribution,CloudFront,ja-JP,ja-JP
現在は設定できない、動画専用の設定は、何ディストリビューションか？英４文字,RTMP Distribution：Real-Time Messaging Protocol：現在はRTMPのように特殊な通信路を作るのではなく、画像やWebページと同じ「普通のHTTP通信」を使って動画を細切れに送る HLS（HTTP Live Streaming） などが主流です。,CloudFront,ja-JP,ja-JP
CloudFrontの、エッジサーバー（エッジロケーション）で自動的にファイルサイズを小さくして転送速度を上げるための仕組みは、何機能と呼ばれるか？CloudFrontの キャッシュビヘイビア (Cache Behavior) 設定の中に「Compress Objects Automatically（オブジェクトを自動的に圧縮）」という項目があり、これを Yes にするだけです。,Gzip圧縮機能,CloudFront,ja-JP,ja-JP
S3バケットに、CloudFront専用の特別な鍵を持たせる仕組み」**のことを何と呼ぶか？英３文字。これを使うと、**「ユーザーがS3のURLを直接叩いても見られないけど、CloudFront経由なら見られる」**という状態を作れます。,OAI（Origin Access Identity）,CloudFront,ja-JP,ja-JP
「進化版・最強の門番」OAIのすべての機能を持ちつつ、現代のセキュリティ要件に合わせてパワーアップした新しい仕組みは何と呼ぶか？すべてのS3バケットとすべてのリージョンに対応しています。SSE-KMS暗号化（高度な暗号化）をかけたまま、S3からデータを取り出すことができます。読み取りだけでなく、書き込み操作も安全に制御できます。,OAC (Origin Access Control) * 現代のベストプラクティスです。,CloudFront,ja-JP,ja-JP
"S3をオリジンサーバとするCloudFrontの導入手順。虫食い
①【準備】ACMで証明書を取得
②【作成】Distributionを作成し、ルールを決める。ここで「どのS3バケットを使うか」を選びます。
③【制限】OAC（またはOAI）を設定する","①ACMで証明書を取得
②Distributionを作成し、ルールを決める。ここで「どのS3バケットを使うか」を選びます。
③OACを設定する",CloudFront,ja-JP,ja-JP
CloudFrontの、①通信の暗号化、②データの暗号化、おのおの何か？,"①通信の暗号化 (SSL/TLS)
②データの暗号化 (フィールドレベル暗号化)データそのもの、特に「特定の項目（フィールド）」を個別に暗号化します。範囲: ユーザーが入力した瞬間から、最終的にそのデータを処理する特定のアプリケーションに届くまで、エンドツーエンドで保護します。トラックの中にある特定の荷物（例：クレジットカード番号の箱）に、さらに別の頑丈な鍵をかけるものです。",CloudFront,ja-JP,ja-JP
ウェブサイトやアプリケーションを保護するためのSSL/TLS証明書を、簡単に発行・管理・デプロイ（適用）できるサービスは何か？「SSL/TLS暗号化」をCloudFrontなどで実現するために必要な**「電子証明書」を発行してくれる場所**だと考えると分かりやすいです。,AWS Certificate Manager (ACM) ,CloudFront,ja-JP,ja-JP
 CloudFrontからS3バケットへのアクセスを制限するための、いわば**「CloudFront専用の仮想ユーザー（身分証明書）」**を何と呼ぶか？英３文字。通常、S3バケットをCloudFront経由で配信する場合、S3側を「公開（パブリック）」に設定しがちです。しかし、それではCloudFrontを通さずにS3のURLを直接叩いてアクセスできてしまいます。これでは、CloudFrontの「署名付きURL」や「WAF」などの制限を回避されてしまう、や、キャッシュが効かないため、S3のデータ転送コスト（アウトバウンド料金）が余計にかかる。そこで「このS3バケットは、この身分証明書のあるCloudFrontからのリクエスト以外はすべて拒否する」**という設定を行います。,OAI (Origin Access Identity)：現在は、よりセキュリティが高く高機能な OAC (Origin Access Control) という後継機能が推奨,CloudFront,ja-JP,ja-JP
CloudFrontの**「署名付きURL」と「署名付きCookie」は、どちらも「鍵（期限付きのアクセス許可）」**を使って、特定のユーザーにだけ有料コンテンツや機密データを見せるための仕組みです。このURLを知っている人だけが、決められた期限内にアクセスでき、「1つのファイル」**に対して1つのURLを発行、使いどころ: * 1回限りのダウンロードリンク（例：購入後のソフト配布）、そして1つの動画ファイルを直接見せるときに使う、単発の**「使い捨てチケット」**のイメージは、署名付き何？,「署名付きURL」,CloudFront,ja-JP,ja-JP
CloudFrontの**「署名付きURL」と「署名付きCookie」は、どちらも「鍵（期限付きのアクセス許可）」**を使って、特定のユーザーにだけ有料コンテンツや機密データを見せるための仕組みです。ブラウザの「Cookie」という保存領域に、こっそり鍵を入れておく仕組みです。仕組み: ブラウザがリクエストを送る際、裏側でCookie（鍵）を一緒に送ります。CloudFrontはそれを見て「あ、この人は許可された人だ」と判断します。特徴: **「複数のファイル」**に対して、1つの鍵でアクセスを許可できます。使いどころ: * 有料会員サイト（ログインしたらサイト内の動画が全部見れるようにする）。HLSやDASH形式の動画配信（動画が細切れのファイルに分かれているため、URLだと何百個も発行しなきゃいけないから）。現在のURLを変更したくない場合に使う。これらの特徴を持つのは、署名付き何？,「署名付きCookie」,CloudFront,ja-JP,ja-JP
ネットワークトラフィック上の悪質なアクセスや攻撃を防ぐ機能を何と呼ぶか？,ファイアーウォール,CloudFront,ja-JP,ja-JP
インスタンスレベルのトラフィック制御に使うFirewallは何？,セキュリティグループ,CloudFront,ja-JP,ja-JP
サブネットレベルでアクセス制御して、ブラックリスト形式のアクセス拒否も可能するのは何？,ネットワークACL,CloudFront,ja-JP,ja-JP
VPC全体に対するファイアーウォールを設定して、不正アクセスから防御するのは何？VPCを一般的なネットワークの脅威からの保護を提供する機能を提供する。ステートフルファイアウォールや侵入防止システム (IPS) を提供。Firewall専用のサブネットを構成して、Gateway LoadBalancer経由でトラフィックを制御する。,Network Firewall,CloudFront,ja-JP,ja-JP
ELBやCloudFrontの前後に設置して不正アクセスを保護するのは何？WEBアプリケーションのトラフィック通信を検査して脆弱性への攻撃や不正アクセスを遮断するファイアウォールサービス,WAF,CloudFront,ja-JP,ja-JP
ELBやCloudFrontの前後に設置して、DDoS攻撃に対してAWS で実行しているアプリケーションを保護するのは何？L3/L4におけるDDoS攻撃に対する自動緩和システムをCloudFrontとRoute53に対して自動適用する無料サービス,Shield,CloudFront,ja-JP,ja-JP
Route53に設置して、悪質なDNSアクセスを防ぐことが可能なのは何？Route 53 Resolver 経由のDNSクエリにもとづくサイトへの不正アクセスを制御して、DNS レベルの脅威を防ぐ,DNSファイアーウォール,CloudFront,ja-JP,ja-JP
複数アカウントの様々なファイアーウォール機能を一元的に管理するサービスは何？Organizationsに属したアカウントとアプリケーションに対して一元的にファイアウォールのルールを設定、管理する。,Firewall Manager,CloudFront,ja-JP,ja-JP
機械学習などを利用してAWSインフラやアプリへのセキュリティ上の脅威リスクを検知するサービスは何？,GuardDuty,CloudFront,ja-JP,ja-JP
EC2やECRコンテナにエージェントを導入し、プラットフォームの脆弱性を診断する、ホスト型診断サービスは何？,Inspector,CloudFront,ja-JP,ja-JP
S3の保存データから機密データを自動的に特定して、保護するデータプライバシーのための機能は何？,Macie,CloudFront,ja-JP,ja-JP
AWS のセキュリティチェックとセキュリティアラート関連の機能を一元的に管理するサービスは何？,Security Hub,CloudFront,ja-JP,ja-JP
セキュリティ上の検出結果についての根本原因の分析、調査、および迅速な特定を実施するサービスは何？,Detective,CloudFront,ja-JP,ja-JP
AWS Shieldが実行されるロケーションを選択してください。,エッジロケーション（Edge Locations）,CloudFront,ja-JP,ja-JP
あなたはソリューションアーキテクトとして、Amazon CloudFrontを利用してAmazon S3バケットに保存された唯一1つの動画コンテンツを配信するアプリケーションを開発しています。このアプリケーションに有料会員制度を導入することを決定しました。そのため、現在のオブジェクトURLを変更せずに、有料会員のみに、唯一1つのプライベート動画ファイルへのアクセスを提供する必要があります。CloudFrontの何の機能を利用すべきか？,署名付きURL,CloudFront,ja-JP,ja-JP
あなたはソリューションアーキテクトとして、Amazon CloudFrontを利用してAmazon S3バケットに保存された複数の動画コンテンツを配信するアプリケーションを開発しています。このアプリケーションに有料会員制度を導入することを決定しました。そのため、現在のオブジェクトURLを変更せずに、有料会員のみに、複数のプライベート動画ファイルへのアクセスを提供する必要があります。CloudFrontの何の機能を利用すべきか？,署名付きクッキー：署名付きクッキーは、一度クッキーをブラウザにセットすれば、特定のパス（例: /videos/*）配下にあるすべての動画に対して、一回の認証でアクセスを許可できます。,CloudFront,ja-JP,ja-JP
ACMは証明書の有効期限が近づくとデフォルトで自動的に何をするか？,「イベントを生成してEventBridgeに送信する」：ただし単にイベントをイベントバスに投げているだけで、それ自体はどこへも通知されません。そのイベントを検知して「メールを送る」「SNSを叩く」「Slackに通知する」といった具体的なアクションを実行するためには、EventBridge側で「ルール」を設定しておく必要があります。,CloudFront,ja-JP,ja-JP
ACMは証明書の有効期限が近づくとデフォルトで自動的にイベントを生成するが、EventBridgが設置されていなかったらどうなる,イベントはイベントバスを通過するだけで、誰にも通知されず、自動的に無視される（消えていく）,CloudFront,ja-JP,ja-JP
EventBridgeはイベント発生を受け取ったときの、最もシンプルなSNS送信方法は？,「ターゲット」として「SNSトピック」を直接指定する,CloudFront,ja-JP,ja-JP
Webサイトやコンテンツへのアクセスが「どのページ（ドメイン）からリンクを辿って来たか」を検証し、許可されたWebサイト以外からのアクセスを拒否するセキュリティ制御の一種で、技術的に言えば、ブラウザがサーバーに送信する HTTPリクエストヘッダーの「Referer」 フィールドをチェックする仕組みです。これを何制限と呼ぶか？厳格なセキュリティ対策（署名付きURLなど）と比較すると非常に脆弱ですが、「悪意のあるハッカー」ではなく、「技術に詳しくない一般ユーザーによるリンクの貼り付け（直リンク）」を防ぎ、インフラコスト（帯域代）を抑えることが目的の場合です。,Referer（リファラ）制限,CloudFront,ja-JP,ja-JP
DDoS攻撃を防御するサービス。４つ。①全ユーザー無料・自動適用。　②有料（月額固定）。大規模な攻撃への耐性、24時間サポート、DDoSによるコスト増の補填があります。③HTTP/HTTPSリクエストの内容を精査して、SQLインジェクションや、特定のURLへの執拗なアクセスを遮断します。④世界中のエッジロケーションで攻撃を分散・吸収し、オリジンサーバー（EC2等）への到達を防ぎます。,"AWS Shield Standard
AWS Shield Advanced
AWS WAF
Amazon CloudFront",CloudFront,ja-JP,ja-JP
"CloudFront ディストリビューションのキャッシュヒット率を向上させるために重要なやること２つ。
①＃＃＃＃＃保持期間の最適化
②＃＃＃＃＃の最適化（転送設定の絞り込み）","①キャッシュ保持期間（TTL）の最適化：オブジェクトをキャッシュに保持する期間を可能な限り長く設定します。
• Cache-Control ヘッダーの設定: オリジン側で Cache-Control: max-age ディレクティブを設定し、実用的な範囲で最も長い時間を指定します。期間が長いほど、オリジンへの再取得リクエストの頻度が下がります、。
• CloudFront 設定: CloudFront のキャッシュ動作設定で、「最小 TTL」、「デフォルト TTL」、「最大 TTL」を適切に設定します。
②キャッシュキーの最適化（転送設定の絞り込み）：CloudFront がキャッシュを識別する要素（クエリ文字列、Cookie、ヘッダー）を厳選することで、同じコンテンツに対して複数のキャッシュが生成されるのを防ぎます。",CloudFront,ja-JP,ja-JP
"CloudFront ディストリビューションのキャッシュヒット率を向上させるために、オブジェクトをキャッシュに保持する期間を可能な限り長く設定します。
①＃＃＃＃＃側で Cache-Control: max-age ディレクティブを設定し、実用的な範囲で最も長い時間を指定します。期間が長いほど、オリジンへの再取得リクエストの頻度が下がります、。
②＃＃＃＃＃側 のキャッシュ動作設定で、「最小 TTL」、「デフォルト TTL」、「最大 TTL」を適切に設定します。","①オリジン側で Cache-Control: max-age ディレクティブを設定
②CloudFront側 のキャッシュ動作設定で、「最小 TTL」、「デフォルト TTL」、「最大 TTL」を適切に設定します。",CloudFront,ja-JP,ja-JP
"CloudFront ディストリビューションのキャッシュヒット率を向上させるために、キャッシュキーの最適化（転送設定の絞り込み）します。
CloudFront がキャッシュを識別する要素（＃＃＃＃＃文字列、Cookie、ヘッダー）を厳選することで、同じコンテンツに対して複数のキャッシュが生成されるのを防ぎます。",クエリ,CloudFront,ja-JP,ja-JP
"特定の国からのアプリケーションへのアクセスを制限するサービスを３つ。
①標準・推奨。細かな制御が可能        一般的なWebアプリやAPIの保護
②コンテンツ配信のみで、単純なブロックでいい場合。「どの国を許可する（ホワイトリスト）」「どの国を拒否する（ブラックリスト）」**を設定するだけで、即座に制御が適用されます。
③アクセス元によって接続先を変える、特定国をブロックするにはダミーのIPアドレスを返す","①WAF
②CloudFront
③Route53",CloudFront,ja-JP,ja-JP
"WAF を紐付ける３つのサービスは何か？
①インターネットの入り口（エッジ）で国別にブロックするため、アプリケーションに負荷をかける前に弾くことができ、最も効率的です。
②特定のリージョン内で動いているWebサーバーの手前で制御したい場合に適しています。
③APIへのアクセスを国別に制御したい場合に使用します。個々のサービスは２つあるよ。","①Amazon CloudFront:
②Application Load Balancer (ALB)
③API Gateway / AppSync",CloudFront,ja-JP,ja-JP
