FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
EBSスナップショットやAMIの作成・保持・削除をスケジュールに基づいて自動化する、EC2の機能は何？英３文字を実現、または管理するためのAWSサービス（または機能）は何か？,DLM（Amazon Data Lifecycle Manager）,EBS ,ja-JP,ja-JP
ディスクの中身だけでなく、インスタンスのメタデータ（ネットワーク設定やブロックデバイスマッピング）を含めた「インスタンス全体の型紙」をバックアップするのは何？特徴は、まったく同じ構成のEC2をすぐに複製して起動できます。サーバーのスケールアウト（Auto Scaling）や、災害復旧（DR）用に別のリージョンにコピーする場合に適しています。を実現、または管理するためのAWSサービス（または機能）は何か？,AMI (Amazon Machine Image),EBS ,ja-JP,ja-JP
複数のEC2やRDSなどを、一つの画面からスケジュール通りにバックアップ・管理するマネージドサービスは何？キーワードは、「集中管理（Centralized management）」「コンプライアンス（保持ポリシーの強制）」。メリットは 「毎日AM2時にバックアップを取り、30日後に自動削除する」といったライフサイクルを自動化できます。を実現、または管理するためのAWSサービス（または機能）は何か？,AWS Backup（一元管理・自動化）,EBS ,ja-JP,ja-JP
シャットダウン前にメインメモリ（RAM）の内容をハードディスク等に退避することで、次回起動時にまたメインメモリに読み込んで、シャットダウン前と同じ状態で起動することを何というか。再起動時に停止前の状態を保持して、再起動を高速化する。を実現、または管理するためのAWSサービス（または機能）は何か？,ハイバネーション（Hibernation）：（冬眠）クマが冬眠するように、動物が「生命活動を最小限に抑えつつ、春が来たら寝る前の状態のまま活動を再開する」様子を指します。,EBS ,ja-JP,ja-JP
公開鍵、秘密鍵、証明書などを保存するための、テキスト形式（Base64エンコード）のファイルフォーマットは何？EC2へのSSH接続時に使用する「キーペア（秘密鍵）」の標準形式。英３文字。キーワードは、キーペア（Key Pair）インスタンス起動時に指定し、SSH接続（Linux）に使用する。秘密鍵（Private Key）: ユーザーが手元で厳重に管理するもの（.pemファイル）。権限エラー（chmod 400）: SSH接続時、PEMファイルの権限が広すぎるとエラーになるため、所有者のみ読み取り可能に設定する必要がある。を実現、または管理するためのAWSサービス（または機能）は何か？,PEM（Privacy Enhanced Mail）,EBS ,ja-JP,ja-JP
クラウド内でサイズ変更可能なコンピューティングキャパシティを提供する仮想サーバーサービスは何か？,"南京錠はEC2
開けるカギはユーザ",EBS ,ja-JP,ja-JP
SSH接続を開始するコマンドを実現、または管理するためのAWSサービス（または機能）は何か？,"ssh -i　 ""PEMファイルのパス"" 　ユーザー名@パブリックIP（またはDNSホスト名）
補足：-i: 「Identity file」の略。ユーザー名: AMIの種類によって初期ユーザーが決まっており、Amazon Linuxは: ec2-user、Ubuntuは: ubuntu",EBS ,ja-JP,ja-JP
PEMファイルの権限を、「所有者のみ読み取り可能」に制限する設定するコマンドを実現、または管理するためのAWSサービス（または機能）は何か？,"chmod 400 ""PEMファイルのパス""：change mode （チェンジ・モード）",EBS ,ja-JP,ja-JP
一般ユーザー（ec2-userなど）から、最強の権限を持つ管理者（rootユーザー）へ切り替えるためのコマンド。を実現、または管理するためのAWSサービス（または機能）は何か？,"sudo su：
sudo: 「別のユーザー（デフォルトではroot）として実行せよ」という命令（Substitute User DO）。Substitute User（代わりのユーザーを立てる）DO（実行せよ）
su: ユーザーを切り替える（Switch User）コマンド。suの後を省略したら、rootを自動で選びます",EBS ,ja-JP,ja-JP
OS・ミドルウェア・各種設定・アプリをすべてインストール済みの「完成状態」を保存したテンプレートは何イメージとよぶか？AWSでは主にAMIとして作成する。これにより、起動時間の短縮と環境の一貫性を実現する。キーワードは、AMI (Amazon Machine Image)。起動時間の短縮：ブートストラップ（起動時設定）よりも高速。不変のインフラ (Immutable Infrastructure)：一度作ったら中身を更新せず、新しいイメージを作って入れ替える運用。Auto Scaling：大量のインスタンスを同じ設定で即座に増やす際に必須。EC2 Image Builder：イメージ作成・テスト・更新を自動化するサービス。を実現、または管理するためのAWSサービス（または機能）は何か？,ゴールデンイメージ,EBS ,ja-JP,ja-JP
クラウド内でサイズ変更可能なコンピューティングキャパシティを提供する仮想サーバーサービスは何か？,EC2 Image Builder,EBS ,ja-JP,ja-JP
クラウド内でサイズ変更可能なコンピューティングキャパシティを提供する仮想サーバーサービスは何か？,EC2 Image Builderのイメージパイプライン：EC2 Image Builder:はサービス名（工場全体）で、イメージパイプライン:は設定のまとまり（工場の製造ライン）,EBS ,ja-JP,ja-JP
あるリージョンのEC2インスタンスと同一のインスタンスを、別のリージョンで起動する3ステップを言え。を実現、または管理するためのAWSサービス（または機能）は何か？,"1. AMI（イメージ）の作成：まず、コピー元となるリージョンで、現在のインスタンスの状態を丸ごと保存した「型番」のようなものを作ります。
2. AMIを別リージョンへコピー：作成したAMIは、そのままでは作成したリージョン内でしか使えません。これをターゲットのリージョンへ転送します。
3. コピーしたAMIからインスタンスを起動：コピー先のリージョンに移動し、届いたAMIを使って新しいインスタンスを立ち上げます。",EBS ,ja-JP,ja-JP
単一AZ内の複数のインスタンスを論理的にグループ化して、パフォーマンスを向上させたり、耐障害性を高める機能で、EC2インスタンスを物理的なハードウェア上で「どう配置するか」を決定するための戦略設定を何グループと呼ぶか？通常、AWSがインスタンスをどこに配置するかは自動で決まりますが、**「性能を極限まで高めたい」ときや「全滅するリスクを最小限にしたい」**ときに、このグループを使って配置をコントロールします。主な戦略は以下の3種類です。「みんな、できるだけ近くに集まって！」クラスター (Cluster)。「みんな、バラバラに離れて！」スプレッド (Spread)。「グループごとに離れて！」**という、クラスターとスプレッドの中間のような設定でパーティション (Partition)を実現、または管理するためのAWSサービス（または機能）は何か？,プレイスメントグループ（Placement Groups）配置グループ,EBS ,ja-JP,ja-JP
複数のインスタンスを物理的に極めて近い場所に配置し、10Gbps〜100Gbpsといった超高速・低遅延な通信を実現する機能は、何プレイスメントグループと呼ばれるか？を実現、または管理するためのAWSサービス（または機能）は何か？,「クラスタープレイスメントグループ」,EBS ,ja-JP,ja-JP
「みんな近くに集まれ！」戦略は何プレイスメントグループか？単一のアベイラビリティゾーン（AZ）内で、同じラック（または非常に近いラック）にインスタンスを物理的に集めます。低遅延（ローレイテンシー）と高スループットの実現。「頻繁な通信」や、HPC（ハイパフォーマンスコンピューティング）、ビッグデータ解析など。ラックが故障すると全インスタンスが影響を受けるため、可用性は低めです。を実現、または管理するためのAWSサービス（または機能）は何か？,クラスター (Cluster),EBS ,ja-JP,ja-JP
「お互い離れて座れ！」戦略は何プレイスメントグループか？各インスタンスを、物理的に異なるハードウェアラックに1台ずつバラバラに配置します。目的: ハードウェア故障の連鎖を防ぐ。ユースケース: インスタンス数が少なく（最大7台/AZ）、絶対に同時に落ちてほしくない重要なサーバー（ドメインコントローラーやDBのペアなど）。注意点: 台数制限が厳しいため、大量のサーバーを並べるのには向きません。を実現、または管理するためのAWSサービス（または機能）は何か？,スプレッド (Spread),EBS ,ja-JP,ja-JP
「グループごとに離れて座れ！」戦略は何プレイスメントグループか？配置: インスタンスを「パーティション」というグループに分け、各グループが異なるラックを使うように配置します。目的: 大規模なスケーラビリティと故障の分離を両立。ユースケース: HDFS（Hadoop）、Cassandra、Kafkaなどの分散型アプリケーション。メリット: 1つのラックが壊れても、影響を受けるのはそのパーティション内のインスタンスだけで済み、システム全体は維持できます。を実現、または管理するためのAWSサービス（または機能）は何か？,パーティション (Partition),EBS ,ja-JP,ja-JP
EC2インスタンスを起動するために必要な、OSやミドルウェアなどのテンプレートは何ですか？を実現、または管理するためのAWSサービス（または機能）は何か？,Amazon マシンイメージ（AMI）,EBS ,ja-JP,ja-JP
インスタンス作成時に選択できるCPU、メモリ、ストレージ性能、ネットワークキャパシティーの組み合わせを何と呼ぶか？インスタンスタイプごとにインスタンスに割り当てるCPUコア数、メモリ容量、ストレージの種類、ネットワークキャパシティーが決まっているので、ユーザーはその中からニーズにあわせてインスタンスを作成します。を実現、または管理するためのAWSサービス（または機能）は何か？,インスタンスタイプ,EBS ,ja-JP,ja-JP
EC2インスタンスそのものを直接プリンシパルとして権限管理してしまうと、Auto Scalingによってインスタンスが動的に増減するたびに個別の設定が必要となり、柔軟な運用が困難になります。そこで、RDSへのアクセス権限を定義した「アイデンティティベースのポリシー」をアタッチした「IAMロール」を作成します。この際、IAMロールには「EC2サービスがこのロールを引き受けること」を許可する「信頼ポリシー」を設定します。このIAMロールを「何々？」という入れ物に格納してEC2に割り当てることで、Auto Scalingで新しく作成されたインスタンスであっても、自動的に引き出しから一時的な認証情報（IAMロール）を取り出し、安全にRDSへアクセスすることが可能になります。を実現、または管理するためのAWSサービス（または機能）は何か？,インスタンスプロフィール,EBS ,ja-JP,ja-JP
インスタンス自身が「自分のこと」を知るための情報源をなんと呼ぶか？インスタンスが、自分に割り当てられたIPアドレス、インスタンスID、セキュリティグループ、IAMロールの認証情報などを取得できます。インスタンス内部から特定のIPアドレス 169.254.169.254 に対してHTTPリクエストを送ることで取得します。これは外部（インターネット）からはアクセスできない特別なIPです。Lambdaや外部からではなく、インスタンス自身が起動時に「自分はどのIAMロールを持っているか？」を確認して、S3へのアクセス準備をする際などに使われます。を実現、または管理するためのAWSサービス（または機能）は何か？,インスタンスメタデータ (Instance Metadata),EBS ,ja-JP,ja-JP
IAMロールを「インスタンスに紐付けるための容器」を何と呼ぶか？EC2インスタンスのような「サービス」は、直接IAMロールを持つことができません。そこで、**「IAMロールを一つだけ格納できる箱」**という仲介役を作り、それをEC2に適用します。 インスタンス起動時に「このインスタンスにはこのIAMロールの権限を与える」という指示書のような役割を果たします。を実現、または管理するためのAWSサービス（または機能）は何か？,インスタンスプロファイル (Instance Profile),EBS ,ja-JP,ja-JP
セキュリティグループを新規作成したとき、デフォルトのアウトバウンド（送信）アクセス制限はどうなっていますか？を実現、または管理するためのAWSサービス（または機能）は何か？,「すべて許可」に最初からなっています。,EBS ,ja-JP,ja-JP
Auto Scalingグループのデフォルトのターミネーションポリシー（終了ポリシー）は何か？,OldestLaunchTemplate：最も古い起動テンプレートを使用するインスタンスを終了します。このポリシーでは、現在の起動テンプレートを使用していないインスタンスが最初に終了され、その後、現在の起動テンプレートのうち最も古いバージョンを使用しているインスタンスが終了されます。このポリシーは、グループを更新し、以前の設定を使用しているインスタンスを廃止する場合に便利です。,EBS ,ja-JP,ja-JP
クラウド内でサイズ変更可能なコンピューティングキャパシティを提供する仮想サーバーサービスは何か？,"ノード：
1. EKS（コンテナ）の場合、正体: EC2インスタンス（仮想サーバー）のこと。コンテナ（アプリケーション）を実際に動かすための「土台」となるコンピューターです。これを束ねたものを「クラスター」と呼びます。
2. データベース（RDS / Redshift / ElastiCache）の場合の「ノード」は、データベース専用のサーバー。Redshift: データを計算する「コンピューティングノード」や、リーダー（司令塔）となる「リーダーノード」があります。ElastiCache: キャッシュデータを保持する1台1台のサーバーを「キャッシュノード」と呼びます。",EBS ,ja-JP,ja-JP
AWSリソースへのアクセスを安全に管理し、誰がどのリソースにどのような操作を許可するかを定義するサービスは何か？,ユーザがSSMを使ってEC2インスタンスに安全にリモートアクセスする流れは、①EC2の中にいるSSMエージェントが、SSMにアクセスするためのIAMロールを身に付けて、SSMに行く。②SSMが今は用事無しと回答したら、SSMエージェントはEC2に帰る。③エージェントが、またIAMロールを付けてSSMにいく。④SSMが「用事あるよ、ユーザがリモートしたいっていってるからセッション繋げて」。⑤エージェントは通ってきた道にトンネルを作って、SSMとEC2を接続する。⑥ユーザはEC2に安全にアクセスできるようになる。,EBS ,ja-JP,ja-JP
EC2インスタンス自身が持つ「自分のプロフィール情報」を取得するためのサービスを何と呼ぶか？英４文字。ここには**強力な権限（IAMロールの一時認証情報）**が含まれています。もし、悪意のあるユーザーやプログラムがここを覗くと、マンション全体の鍵（アクセス権限）を盗まれてしまうリスクがあります。を実現、または管理するためのAWSサービス（または機能）は何か？,インスタンスメタデータサービス（IMDSv2）,EBS ,ja-JP,ja-JP
一般的なLinuxサーバーの運用において、特定のOSユーザーに対して、メタデータ（IMDS）へのアクセスを制限する、OS内部で動作するファイヤーウォールとコマンドラインツールを何と呼ぶか？を実現、または管理するためのAWSサービス（または機能）は何か？,ローカルファイアウォール、iptables (アイピーテーブルズ),EBS ,ja-JP,ja-JP
EC2の新規インスタンスを作成して、同時に起動するコマンドは？インスタンス料金が発生開始を実現、または管理するためのAWSサービス（または機能）は何か？,ec2:RunInstances,EBS ,ja-JP,ja-JP
EC2の停止中のインスタンスを起動するコマンドは？インスタンス料金が発生開始を実現、または管理するためのAWSサービス（または機能）は何か？,ec2:StartInstances,EBS ,ja-JP,ja-JP
EC2のインスタンスをシャットダウン（停止）するコマンドは？インスタンス料金は停止、EBS料金は継続を実現、または管理するためのAWSサービス（または機能）は何か？,ec2:StopInstances,EBS ,ja-JP,ja-JP
EC2のインスタンスを終了（削除）するコマンドは？インスタンス料金は停止、ルートボリュームのEBSも削除対象を実現、または管理するためのAWSサービス（または機能）は何か？,ec2:TerminateInstances,EBS ,ja-JP,ja-JP
EC2インスタンスで使用するように設計された、高可用性で耐久性のあるブロックストレージボリュームは何か？,EBS (Elastic Block Store),EBS ,ja-JP,ja-JP
99.999999999%（11ナイン）の耐久性を備え、インターネット上のどこからでもデータを保存・取得できるオブジェクトストレージサービスは何か？,"①EFS
②S3：11ナイン（99.999999999%）の耐久性",EBS ,ja-JP,ja-JP
99.999999999%（11ナイン）の耐久性を備え、インターネット上のどこからでもデータを保存・取得できるオブジェクトストレージサービスは何か？,"DataSync
なぜ Storage Gateway ではないのか？Storage Gateway もオンプレミスと AWS をつなぎますが、その主な役割は「同期・転送」というよりも、「オンプレミスから AWS 上のストレージ（S3など）を、あたかもローカルディスクのように使う（マウントする）」 ことにあります。",EBS ,ja-JP,ja-JP
EC2上のEBSにあるデータをS3へ移行・同期する際に利用できる主な手段は？を実現、または管理するためのAWSサービス（または機能）は何か？,"① サービス：AWS DataSync、 AWS Storage Gateway
② ツール：AWS CLI (s3コマンド)",EBS ,ja-JP,ja-JP
EC2インスタンスで使用するように設計された、高可用性で耐久性のあるブロックストレージボリュームは何か？,EBS (Elastic Block Store)：EBS（Elastic Block Store）の最大の特徴は、**「単一のアベイラビリティゾーン（AZ）内での自動的な冗長化」**です。,EBS ,ja-JP,ja-JP
99.999999999%（11ナイン）の耐久性を備え、インターネット上のどこからでもデータを保存・取得できるオブジェクトストレージサービスは何か？,S3,EBS ,ja-JP,ja-JP
EC2インスタンスで使用するように設計された、高可用性で耐久性のあるブロックストレージボリュームは何か？,EBS,EBS ,ja-JP,ja-JP
EBSを複数のインスタンスで共有することはできない。しかし、複数インスタンスで共有するマルチアタッチ機能を有しているEBSのボリュームは何？を実現、または管理するためのAWSサービス（または機能）は何か？,プロビジョンドIOPS（io1 または io2） ボリューム,EBS ,ja-JP,ja-JP
EBSは特定のAZに固定されているため、直接移動はできない。何を仲介・経由することで、同一リージョン内の別AZや、別リージョンへデータを複製・移動できるか？を実現、または管理するためのAWSサービス（または機能）は何か？,スナップショット,EBS ,ja-JP,ja-JP
データの読み書きがいかに速く、大量に、効率よく行えるか」**という性能を指す言葉は、何パフォーマンスと呼ぶか？　2つの指標で測られます。IOPS、スルーブット (Throughput)を実現、または管理するためのAWSサービス（または機能）は何か？,ストレージパフォーマンス（またはディスクパフォーマンス）,EBS ,ja-JP,ja-JP
最もディスクパフォーマンスが高いのはインスタンスストアですが、インスタンスファミリーの中で最も高いのは何コンピューティングですか？を実現、または管理するためのAWSサービス（または機能）は何か？,ストレージ最適化,EBS ,ja-JP,ja-JP
EBSに特化したサービスについての問題です。EBSスナップショットやAMIの作成・保存・削除を自動管理するポリシーベースのサービスは何？英3文字。「毎日24時にバックアップを取り、古いものは7日後に消す」といった運用を自動化し、コスト削減とデータ保護を両立させる。【SAA試験キーワード】運用の自動化: 手動によるバックアップ作業を排除し、設定ミスを防ぐ。タグベースの管理: 特定のタグ（例：Project: SAA）が付いたボリュームを自動で保護対象にする。保持ポリシー: バックアップの世代管理を行い、不要なスナップショットを削除してコストを最適化する。高速スナップショット復元 (FSR):復元時間を短縮する設定も可能を実現、または管理するためのAWSサービス（または機能）は何か？,DLM：Data Lifecycle Manager ,EBS ,ja-JP,ja-JP
EC2インスタンスで使用するように設計された、高可用性で耐久性のあるブロックストレージボリュームは何か？,EBS Snapshots Archive,EBS ,ja-JP,ja-JP
誤って削除してしまった EBS スナップショットや AMI を、一定期間保持して復旧可能にするEC2の中の機能は何？削除した瞬間にデータが消えるのではなく、設定した「保持期間（1日〜365日）」の間は「ごみ箱」の中に留まり、その間であればいつでも元の状態に戻せる。【SAA試験キーワード】誤操作による削除防止: 人的ミス（うっかり削除）に対する最後の砦。保持ルール (Retention Rules): どのリソース（タグベースまたは全て）を、何日間ごみ箱に残すかを設定する。コスト: ごみ箱に入っている間も、標準のスナップショットと同じ料金が発生する。ロック機能: 保持ルールを「ロック」することで、管理者であってもルール自体を変更・削除できないようにし、セキュリティを強化できる。を実現、または管理するためのAWSサービス（または機能）は何か？,"Recycle Bin（ごみ箱）：語源は英語の ""Dustbin""（ごみ箱）。Linuxなどのディレクトリ構造で /bin というフォルダがありますが、こちらの語源は異なります。語源: ""Binary""（バイナリ） の略です。",EBS ,ja-JP,ja-JP
クラウド内でサイズ変更可能なコンピューティングキャパシティを提供する仮想サーバーサービスは何か？,ENI（Elastic Network Interface）：IPv4アドレスは「EC2インスタンス」ではなく、インスタンスに刺さっている「ENI（ネットワークインターフェース）」に付与されます。PCで例えると、「パソコン本体」にIPアドレスが染み付いているのではなく、「LANカード（またはWi-Fiチップ）」がIPアドレスを持っているというイメージです。,EBS ,ja-JP,ja-JP
ENI（Elastic Network Interface）のEC2インスタンスへのアタッチ（接続）方法は、「いつ接続するか」によって3種類に分けられます。この3 つのアタッチ方法を言え。①インスタンスが実行中に接続。②インスタンスが停止中に接続。③インスタンスの**起動時（作成時）**に接続。を実現、または管理するためのAWSサービス（または機能）は何か？,"Hot attach（ホットアタッチ）: インスタンスが実行中に接続。
Warm attach（ウォームアタッチ）: インスタンスが停止中に接続。
Cold attach（コールドアタッチ）: インスタンスの**起動時（作成時）**に接続。",EBS ,ja-JP,ja-JP
各シーンごとのアタッチ名称は何か？①インスタンス起動時（作成時）に接続する。②インスタンスが停止中に接続。③インスタンスが実行中に接続。,"①Cold attach
②Warm attach
③Hot attach",EBS ,ja-JP,ja-JP
障害発生時に、あらかじめ用意した「セカンダリIPアドレス」や「ENI」を、正常なインスタンスへ動的に付け替えることで、通信先を切り替える手法を何と呼ぶか？クライアント側の接続先設定（IPアドレス）を変えることなく、サーバー側の実体を切り替えられるため、ダウンタイムを最小限に抑えられる。【SAA試験キーワード】高可用性 (HA)：アクティブ/スタンバイ構成のフェイルオーバーに利用。ENIの付け替え：同一AZ内のインスタンス間であれば、ENIごと移動させることでMACアドレスやIPをそのまま引き継げる。セカンダリプライベートIP：1つのENIに複数のIPを付与し、そのうちの1つを「浮かせて（フローティング）」移動させる。Route 53との違い：DNSの切り替え（名前解決）を待たずにIPレベルで切り替わるため、反映が非常に速い。を実現、または管理するためのAWSサービス（または機能）は何か？,IPフローティング (IP Floating),EBS ,ja-JP,ja-JP
ネットワークインターフェース三銃士は何々？か。①標準、②高速、③爆速を実現、または管理するためのAWSサービス（または機能）は何か？,"①ENI
②ENA：A（Adapter）は「強化版」
③EFA：F（Fabric）は「網の目（スパコン構成）用」「F1カー」とイメージせよ",EBS ,ja-JP,ja-JP
標準の ENI よりも高いスループット（最大 100Gbps 以上）と低いレイテンシ（遅延）を提供し、CPU への負荷を抑えつつ高速な通信を可能にするために、EC2 インスタンスで「拡張ネットワーキング」を実現する次世代ネットワークインターフェースは何ですか？英３文字。【ENI との比較】ENIは仮想的なネットワークカードの「器」そのもの（IPやMACアドレスを保持）だとしたら、このインターフェイスは、その「器」を爆速にするための専用の規格（ドライバー）。【SAA試験キーワード】拡張ネットワーキング (Enhanced Networking): 高い帯域幅と低遅延が必要な場合の正解ワード。高い PPS (Packet Per Second): 1秒間に処理できるパケット数が飛躍的に向上する。インスタンスタイプ依存: 最新のインスタンスタイプの多くが このインターフェイスを標準サポートしている。プレイスメントグループ: 同一リージョン内の「クラスタープレイスメントグループ」と組み合わせて、最高のネットワーク性能を引き出す。を実現、または管理するためのAWSサービス（または機能）は何か？,ENA (Elastic Network Adapter)：ENA は、そのENIを「拡張ネットワーキング」という高速道路に乗せるための専用次世代ドライバー/アダプターです。,EBS ,ja-JP,ja-JP
ENAの機能に加え、OSを介さず通信する「OSバイパス機能」を備えることで、HPC（高性能計算）や機械学習に必要な超低レイテンシと高スループットを実現する最上位のネットワークインターフェースは何とよぶ？【SAA試験キーワード】HPC (高性能計算)。機械学習 / 深層学習。OSバイパス (OS Bypass)。MPI (Message Passing Interface)。密結合クラスターを実現、または管理するためのAWSサービス（または機能）は何か？,EFA (Elastic Fabric Adapter)：Fabricは布。ネットワークの世界で「Fabric」という言葉が使われるのは、縦糸と横糸が緻密に織り込まれた布のように、多数のスイッチやノードが網目状に、かつ密接に相互接続されている状態を指すためです。,EBS ,ja-JP,ja-JP
AWSクラウド内に論理的に隔離されたセクションを提供し、独自の仮想ネットワークを定義できるサービスは何か？,VPCフローログ：「ENI フローログ」という呼び方も間違いではありませんが、AWSの正式な機能名は VPC フローログ であり、その取得対象（リソース）として VPC、サブネット、または ENI を選択できるという構造になっています。,EBS ,ja-JP,ja-JP
