FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
画像、文章、音声などの複雑なデータを、コンピューターが理解しやすい**「ベクトル（数値の羅列）」として保存し、それらを「意味の近さ」で高速に検索する**ことに特化したデータベースのことを何と呼ぶか？最近では、ChatGPTなどのAI（生成AI）と組み合わせて、AIに最新知識や社内データを持たせる手法（RAG：検索拡張生成）の要として非常に注目されています。従来のデータベース（キーワード検索）では、「猫」と検索したら、「猫」という文字が含まれるデータだけを見つけます。「キャット」や「ニャー」という言葉は（設定しない限り）ヒットしません。このサービスは、データを数値化（ベクトル化）して多次元空間に配置します。「猫」と検索すると、空間上で近くに配置されている**「意味が似ているもの（キャット、子猫、画像データなど）」**を、文字が一致していなくても探し出せます。,ベクトルストレージ,機械学習,ja-JP,ja-JP
**「人間が使う言葉や画像を、AIが計算できる『数値の羅列』に変換したもの」**のことを何データと呼ぶか？多次元のグラフ空間の中に、そのデータを「ポツンと置く（埋め込む）」イメージだからです。「意味が近いもの」ほど、この空間内での距離が近くなります。例だと、「王様」と「女王」は近くに配置され、「リンゴ」は遠くに配置されます。,ベクトル埋め込みデータ（Vector Embeddings）,機械学習,ja-JP,ja-JP
この**「数値の羅列（ベクトル埋め込みデータ）」を大量に保存し、高速に検索するための専用機能**のことを何機能と呼ぶか？通常のデータベースは「名前が『佐藤』の人」を探すのは得意ですが、この機能は「『佐藤』に性格や経歴が似ている人」**を、数値の距離を計算することで探し出します。数千〜数万次元におよぶ巨大な数値データを効率よく格納します。検索したい言葉をベクトル化し、それと「最も距離が近い（意味が似ている）」データを、膨大な中から一瞬で見つけ出します。,ベクトルストレージ機能（Vector Storage）,機械学習,ja-JP,ja-JP
"ベクトル埋め込みデータ（Vector Embeddings）の「書き込み」とは、テキスト、画像、音声などの非構造化データをAIモデル（エンコーディングモデル）で数値の配列（ベクトル）に変換し、そのベクトルと元のデータ（メタデータ）のペアをベクトルデータベースやベクトル検索エンジンに保存・インデックス化するプロセスです。これに対応したデータベースサービスを３つ挙げよ？
①ドキュメント内のフィールドに埋め込みモデルを使用してベクトルを生成し、ソースデータをDocumentDB内に保存します。次に、ベクトルフィールドにベクトルインデックスを作成することで、類似のベクトルを取得しやすくなります。
②およそ1秒以内のベクトル検索機能をネイティブでサポートするAWSサービスです。簡単さ、耐久性、可用性、コスト効率性に、ネイティブのベクトル検索機能を組み合わせて利用可能です。ユーザーはベクトル埋め込みを直接S3バケットに保存して検索できるようになります。
③ベクトル埋め込みデータを書き込むようにアプリケーションを設定することができます。さまざまなユースケースに最適化された、ベクトル埋め込みを格納および検索するための複数のオプションを提供しています。","①DocumentDB
②S3 Vectors
③OpenSearch Service",機械学習,ja-JP,ja-JP
"ベクトルストレージ機能に必要なサービスとして以下４つはおのおの何か？
①コスパ最強。 大量保存向き
②検索のプロ。 多機能
③ドキュメントと一緒に。
④スピードスター。","①S3 Vectors
②OpenSearch
③DocumentDB
④ElastiCache",機械学習,ja-JP,ja-JP
"データレイク（Amazon S3）内に存在する機密情報を特定するために使う２つのサービスは何か？
① Amazon Macie: 機械学習とパターンマッチングを使用して、S3バケット内の機密データ（個人情報/PIIなど）を自動的に検出・報告するデータセキュリティサービスです。S3オブジェクトを検査し、機密データを検出すると検出結果（Findings）を生成します。これにより、データレイク内のどこに機密情報が存在するかを可視化できます。
②AWS Glue Sensitive Data Detectionとの連携: AWS Glueの機密データ検出機能を使用することで、PIIなどの機密データを識別し、Lake Formationのタグ値を動的に管理して、監査やタグ付けに役立てることができます。","① Amazon Macie: 機械学習とパターンマッチングを使用して、S3バケット内の機密データ（個人情報/PIIなど）を自動的に検出・報告するデータセキュリティサービスです。S3オブジェクトを検査し、機密データを検出すると検出結果（Findings）を生成します。これにより、データレイク内のどこに機密情報が存在するかを可視化できます。
②AWS Glue Sensitive Data Detectionとの連携: AWS Glueの機密データ検出機能を使用することで、PIIなどの機密データを識別し、Lake Formationのタグ値を動的に管理して、監査やタグ付けに役立てることができます。""",機械学習,ja-JP,ja-JP
Transcribeの機能で、音声データをテキスト化する際に、名前、住所、クレジットカード番号などの機密情報を検知し、自動的にマスキング（削除または置換）するのは何機能ですか？コンプライアンス遵守（GDPRやPCI DSSなど）や、コールセンターの通話記録を安全に分析するために非常に重要な役割を果たします。この機能は、機械学習を用いて音声中の特定のエンティティを識別します。音声からテキストを生成する過程で、個人情報にあたる箇所を特定します。出力: 元の機密情報が含まれない「クリーンなテキストファイル」がS3バケットに出力されます。,Transcribe　PIIリダクション（個人識別情報のリダクション）：読み方は 「ピー・アイ・アイ」。,機械学習,ja-JP,ja-JP
現代のデジタル社会やAWSのセキュリティ設計（特に個人情報保護）において最重要のキーワードの一つで、「個人を特定できる情報」であり、日本語では一般的に「個人特定情報」や、単に「個人情報」**と訳されます。英語で何と呼ぶか？英３文字。,"PII：Personally Identifiable Information の頭文字を取った略称です。読み方は 「ピー・アイ・アイ」。
Personally: 個人的に、個人として
Identifiable: 特定可能な（Identify + able）
Information: 情報",機械学習,ja-JP,ja-JP
"PIIに対応した機械学習サービスを３つ挙げろ？
①S3バケットの中身をスキャンして、どこに個人情報があるか可視化したい。対象データはS3。
②文章の中から名前や住所を特定し、伏せ字（[PII]など）に置き換えたい。対象データはテキスト。
③コールセンターの録音から、顧客の名前やカード番号を消したテキストを作りたい。対象データは、音声、動画。","①Amazon Macie: S3バケット内をスキャンして、機械学習でPII（クレジットカード番号や名前など）を自動的に発見・分類するサービスです。
②Amazon Comprehend: テキストデータの中からPIIを検出し、**「マスキング（伏せ字にする）」**処理を行う際に使われます。
③Transcribe PII",機械学習,ja-JP,ja-JP
ターゲット層はビジネスアナリストで、コードを一行も書かずに（ノーコードで）、ビジネス担当者やアナリストが機械学習（ML）モデルを構築し、予測を行えるビジュアルツールです。「データサイエンティストではないけれど、手元のデータを使って将来の予測をしたい」というニーズに応えるAI/MLサービスは何か？ビジネスアナリストや専門知識を持たないユーザーでも、S3などのデータソースからデータをインポートし、数値予測やカテゴリ予測などのモデルを構築できます。これにより、「機械学習を実施するための専門知識を持つ開発者が不足している」という課題を解決できます。,SageMaker Canvas：画家が真っ白なキャンバスに絵を描くように、**「ビジネスユーザーが自由な発想で、真っさらな状態から予測モデルを描き出せる場所」**という意味が込められています。,機械学習,ja-JP,ja-JP
ターゲット層はデータサイエンティストで、Python等でコードを書き、詳細にモデルをチューニングしたい場合に選択するAI/MLサービスは何か？,SageMaker,機械学習,ja-JP,ja-JP
ターゲット層はアプリケーション開発者で、画像認識と音声合成をAPIで呼び出すだけで使いたい場合に選択するAI/MLサービスは何か？,Rekognition / Polly,機械学習,ja-JP,ja-JP
